name, batch, bs_accu, bs_f1, bs_auc, bs_cpu, bs_nleaves, bs_depth, bs_accu_train 
diabetes, 8, 0.70563, 0.79012, 0.70547, 3.5, 50, 7, 0.91806
diabetes, 9, 0.74892, 0.81761, 0.76154, 4, 58, 7, 0.90503
diabetes, 10, 0.66667, 0.74919, 0.70546, 3.7, 49, 6, 0.9162
diabetes, 11, 0.70563, 0.79394, 0.63378, 3.5, 52, 7, 0.9162
diabetes, 12, 0.72727, 0.78788, 0.78462, 3.8, 54, 7, 0.92179
diabetes, 13, 0.68398, 0.76066, 0.68761, 3.5, 51, 7, 0.92179
diabetes, 14, 0.71429, 0.79755, 0.71023, 3.6, 50, 7, 0.90875
diabetes, 15, 0.71429, 0.78146, 0.69659, 3.7, 53, 7, 0.91061
diabetes, 16, 0.69264, 0.76873, 0.70662, 3.6, 52, 7, 0.90689
diabetes, 17, 0.73593, 0.80997, 0.75065, 3.9, 53, 7, 0.90689
diabetes, 18, 0.74026, 0.80892, 0.74627, 3.9, 52, 7, 0.90689
diabetes, 19, 0.67532, 0.77064, 0.72889, 3.7, 50, 7, 0.90875
diabetes, 20, 0.7316, 0.80625, 0.70889, 4.1, 55, 7, 0.90689
german-credit, 1, 0.67, 0.76596, 0.62953, 4.7, 60, 7, 0.92143
german-credit, 2, 0.63667, 0.73086, 0.64105, 5.3, 64, 7, 0.9
german-credit, 3, 0.71333, 0.80093, 0.63587, 5.4, 67, 7, 0.89857
german-credit, 4, 0.68, 0.77778, 0.68118, 4.9, 59, 7, 0.90571
german-credit, 5, 0.68667, 0.78341, 0.58427, 5.2, 62, 7, 0.90571
german-credit, 6, 0.66667, 0.76077, 0.66944, 4.9, 62, 7, 0.90143
german-credit, 7, 0.69, 0.78522, 0.68679, 5.1, 61, 7, 0.9
german-credit, 8, 0.71, 0.80092, 0.65271, 5.1, 64, 7, 0.89857
german-credit, 9, 0.73, 0.8204, 0.66849, 5.4, 63, 7, 0.90714
german-credit, 10, 0.67333, 0.76214, 0.68267, 5, 63, 7, 0.90429
german-credit, 11, 0.60667, 0.70352, 0.59127, 4.6, 56, 7, 0.90714
german-credit, 12, 0.65, 0.75294, 0.60197, 5, 62, 7, 0.89571
german-credit, 13, 0.70667, 0.79535, 0.69567, 4.8, 57, 7, 0.89286
german-credit, 14, 0.67, 0.77241, 0.6421, 4.9, 64, 7, 0.90714
german-credit, 15, 0.65667, 0.7643, 0.61211, 4.9, 62, 7, 0.90571
german-credit, 16, 0.71667, 0.8037, 0.64301, 4.8, 58, 7, 0.90857
german-credit, 17, 0.66, 0.76279, 0.61652, 4.4, 60, 7, 0.91143
german-credit, 18, 0.71, 0.80361, 0.64026, 5.2, 57, 7, 0.90857
german-credit, 19, 0.68333, 0.77218, 0.63242, 5.8, 64, 7, 0.9
german-credit, 20, 0.60667, 0.70792, 0.6, 5.3, 60, 7, 0.90143
heart-cleveland, 1, 0.75281, 0.77551, 0.7841, 1.2, 19, 5, 0.96135
heart-cleveland, 2, 0.74157, 0.75269, 0.80395, 1.2, 20, 6, 0.96135
heart-cleveland, 3, 0.77528, 0.78723, 0.8602, 1.2, 19, 5, 0.94203
heart-cleveland, 4, 0.79775, 0.83333, 0.83077, 1.2, 20, 5, 0.95652
heart-cleveland, 5, 0.73034, 0.76471, 0.74324, 0.96, 15, 5, 0.97101
heart-cleveland, 6, 0.77528, 0.78261, 0.82368, 1.2, 21, 5, 0.94203
heart-cleveland, 7, 0.74157, 0.76768, 0.76582, 1.4, 21, 5, 0.96135
heart-cleveland, 8, 0.77528, 0.77778, 0.82041, 1.4, 20, 5, 0.95169
heart-cleveland, 9, 0.66292, 0.66667, 0.72089, 1, 18, 5, 0.96135
heart-cleveland, 10, 0.7191, 0.6988, 0.78311, 1.1, 19, 5, 0.96135
heart-cleveland, 11, 0.68539, 0.71429, 0.75595, 1.1, 19, 5, 0.95169
heart-cleveland, 12, 0.78652, 0.81188, 0.77602, 1.1, 17, 5, 0.96618
heart-cleveland, 13, 0.75281, 0.78431, 0.81429, 1.3, 19, 5, 0.96135
heart-cleveland, 14, 0.77528, 0.79167, 0.77398, 1.4, 18, 5, 0.96618
heart-cleveland, 15, 0.76404, 0.79612, 0.81133, 1.3, 23, 6, 0.96618
heart-cleveland, 16, 0.7191, 0.75248, 0.75364, 1.3, 20, 5, 0.95169
heart-cleveland, 17, 0.75281, 0.76596, 0.74187, 1.1, 16, 5, 0.96618
heart-cleveland, 18, 0.79775, 0.7907, 0.81345, 1.4, 20, 5, 0.95169
heart-cleveland, 19, 0.78652, 0.7957, 0.83434, 1.2, 19, 5, 0.95652
heart-cleveland, 20, 0.74157, 0.74725, 0.71515, 1.2, 22, 6, 0.95652
hepatitis, 1, 0.80952, 0.88235, 0.86939, 0.37, 9, 4, 0.94737
hepatitis, 2, 0.83333, 0.90411, 0.76735, 0.32, 8, 4, 0.96842
hepatitis, 3, 0.78571, 0.86154, 0.74747, 0.39, 8, 4, 0.93684
hepatitis, 4, 0.7619, 0.86111, 0.44118, 0.36, 9, 4, 0.95789
hepatitis, 5, 0.78571, 0.87671, 0.39815, 0.31, 8, 4, 0.96842
hepatitis, 6, 0.80952, 0.87879, 0.739, 0.47, 10, 4, 0.93684
hepatitis, 7, 0.7381, 0.8254, 0.80882, 0.41, 9, 4, 0.95789
hepatitis, 8, 0.83333, 0.90411, 0.65278, 0.31, 8, 4, 0.94737
hepatitis, 9, 0.78571, 0.86567, 0.78114, 0.36, 8, 4, 0.94737
hepatitis, 10, 0.85714, 0.90909, 0.80147, 0.43, 10, 4, 0.93684
hepatitis, 11, 0.7381, 0.83582, 0.6875, 0.39, 8, 4, 0.95789
hepatitis, 12, 0.90476, 0.94737, 0.75926, 0.45, 9, 4, 0.94737
hepatitis, 13, 0.78571, 0.86957, 0.70034, 0.46, 8, 4, 0.96842
hepatitis, 14, 0.71429, 0.8125, 0.62963, 0.47, 11, 4, 0.94737
hepatitis, 15, 0.7381, 0.83077, 0.633, 0.33, 7, 3, 0.95789
hepatitis, 16, 0.71429, 0.82857, 0.59531, 0.41, 10, 4, 0.96842
hepatitis, 17, 0.7619, 0.85294, 0.77419, 0.29, 7, 4, 0.94737
hepatitis, 18, 0.78571, 0.86567, 0.81481, 0.38, 8, 4, 0.95789
hepatitis, 19, 0.88095, 0.93151, 0.81081, 0.41, 9, 4, 0.95789
hepatitis, 20, 0.78571, 0.87324, 0.59596, 0.37, 8, 4, 0.93684
hypothyroid, 1, 0.97744, 0.98779, 0.97074, 3, 27, 7, 0.98327
hypothyroid, 2, 0.97538, 0.9865, 0.98353, 2.6, 22, 6, 0.98592
hypothyroid, 3, 0.96923, 0.98322, 0.94754, 2, 19, 6, 0.98768
hypothyroid, 4, 0.97231, 0.98482, 0.97469, 2.3, 20, 6, 0.98724
hypothyroid, 5, 0.98154, 0.98984, 0.98946, 2.6, 24, 7, 0.98415
hypothyroid, 6, 0.97436, 0.98609, 0.97202, 2.6, 22, 6, 0.98636
hypothyroid, 7, 0.97128, 0.98407, 0.9534, 1.8, 18, 6, 0.98944
hypothyroid, 8, 0.96923, 0.98309, 0.98561, 2.4, 23, 7, 0.98415
hypothyroid, 9, 0.97026, 0.98372, 0.98308, 2, 21, 7, 0.98636
hypothyroid, 10, 0.97333, 0.98557, 0.99011, 2.7, 25, 6, 0.98548
hypothyroid, 11, 0.97231, 0.98442, 0.98131, 2.2, 21, 6, 0.98944
hypothyroid, 12, 0.96308, 0.97959, 0.9535, 1.8, 18, 6, 0.989
hypothyroid, 13, 0.97846, 0.98831, 0.99054, 2.8, 24, 7, 0.98371
hypothyroid, 14, 0.98872, 0.99382, 0.98913, 2.4, 24, 6, 0.98195
hypothyroid, 15, 0.97641, 0.98704, 0.97883, 1.9, 19, 6, 0.98592
hypothyroid, 16, 0.97744, 0.98763, 0.96275, 2.4, 21, 6, 0.98812
hypothyroid, 17, 0.97231, 0.98499, 0.98296, 2.1, 20, 6, 0.98636
hypothyroid, 18, 0.98359, 0.99101, 0.9942, 2.4, 26, 7, 0.98415
hypothyroid, 19, 0.97231, 0.98482, 0.96471, 1.8, 20, 6, 0.9868
hypothyroid, 20, 0.97744, 0.98783, 0.97945, 2, 21, 6, 0.98548
ionosphere, 1, 0.85849, 0.88372, 0.84601, 4.2, 12, 4, 0.97959
ionosphere, 2, 0.79245, 0.84058, 0.84484, 4, 11, 4, 0.98367
ionosphere, 3, 0.93396, 0.95425, 0.96711, 4.7, 13, 5, 0.97143
ionosphere, 4, 0.86792, 0.89552, 0.89147, 4.7, 11, 4, 0.97959
ionosphere, 5, 0.89623, 0.92517, 0.91579, 4.4, 12, 5, 0.97551
ionosphere, 6, 0.86792, 0.89394, 0.92376, 5.3, 14, 5, 0.97959
ionosphere, 7, 0.90566, 0.92308, 0.91038, 4.4, 12, 4, 0.97551
ionosphere, 8, 0.91509, 0.93617, 0.91781, 4.7, 13, 5, 0.97551
ionosphere, 9, 0.93396, 0.94964, 0.93373, 4.3, 14, 5, 0.97551
ionosphere, 10, 0.85849, 0.89362, 0.86416, 3.1, 9, 4, 0.98776
ionosphere, 11, 0.91509, 0.93431, 0.8788, 4.5, 12, 4, 0.97143
ionosphere, 12, 0.86792, 0.89706, 0.82254, 3.4, 10, 4, 0.98776
ionosphere, 13, 0.91509, 0.9313, 0.92433, 4.1, 12, 4, 0.97551
ionosphere, 14, 0.86792, 0.90278, 0.87082, 4.2, 12, 5, 0.97959
ionosphere, 15, 0.84906, 0.88889, 0.87331, 4.4, 11, 4, 0.97959
ionosphere, 16, 0.79245, 0.84507, 0.84685, 3.8, 12, 5, 0.97959
ionosphere, 17, 0.92453, 0.94118, 0.92843, 4.4, 12, 5, 0.97959
ionosphere, 18, 0.84906, 0.88235, 0.89738, 4, 12, 5, 0.97959
ionosphere, 19, 0.88679, 0.92, 0.8503, 3.9, 12, 4, 0.97551
ionosphere, 20, 0.91509, 0.93793, 0.91304, 3.9, 12, 4, 0.97959
kr-vs-kp, 1, 0.97914, 0.98008, 0.99754, 2.2, 24, 7, 0.98882
kr-vs-kp, 2, 0.98123, 0.98279, 0.99782, 2.1, 22, 8, 0.99195
kr-vs-kp, 3, 0.98123, 0.98228, 0.99368, 1.8, 19, 7, 0.99151
kr-vs-kp, 4, 0.98436, 0.98419, 0.99805, 2.3, 25, 7, 0.98927
kr-vs-kp, 5, 0.9854, 0.98641, 0.99762, 2.1, 24, 7, 0.98927
kr-vs-kp, 6, 0.98332, 0.9839, 0.99521, 2.1, 26, 7, 0.98927
kr-vs-kp, 7, 0.98019, 0.98185, 0.99323, 1.9, 21, 7, 0.9924
kr-vs-kp, 8, 0.97706, 0.97852, 0.99141, 2.1, 22, 7, 0.99195
kr-vs-kp, 9, 0.98644, 0.98756, 0.99425, 2, 21, 8, 0.9924
kr-vs-kp, 10, 0.98749, 0.98817, 0.9951, 2, 23, 7, 0.99329
kr-vs-kp, 11, 0.98332, 0.98384, 0.99747, 2, 22, 7, 0.99151
kr-vs-kp, 12, 0.98332, 0.98428, 0.9891, 1.7, 19, 7, 0.99374
kr-vs-kp, 13, 0.9854, 0.98597, 0.99421, 2.1, 23, 8, 0.99195
kr-vs-kp, 14, 0.98332, 0.98444, 0.99257, 2, 23, 8, 0.99195
kr-vs-kp, 15, 0.98957, 0.99051, 0.99645, 2.2, 23, 8, 0.99151
kr-vs-kp, 16, 0.99062, 0.99097, 0.99962, 2.1, 23, 8, 0.99061
kr-vs-kp, 17, 0.98332, 0.98444, 0.99598, 2.1, 24, 7, 0.98972
kr-vs-kp, 18, 0.98957, 0.9902, 0.99651, 2.1, 25, 7, 0.99017
kr-vs-kp, 19, 0.98749, 0.98793, 0.99685, 2, 22, 7, 0.9924
kr-vs-kp, 20, 0.98644, 0.98737, 0.99618, 2, 22, 7, 0.99106
letter, 1, 0.99, 0.88189, 0.97102, 40, 51, 8, 0.99479
letter, 2, 0.98817, 0.85115, 0.97776, 42, 49, 7, 0.99429
letter, 3, 0.99133, 0.89431, 0.96876, 40, 48, 7, 0.99493
letter, 4, 0.9895, 0.86567, 0.9708, 39, 52, 7, 0.99421
letter, 5, 0.99017, 0.87146, 0.96035, 41, 51, 8, 0.99436
letter, 6, 0.98883, 0.86299, 0.96567, 38, 48, 7, 0.99514
letter, 7, 0.99117, 0.88553, 0.96943, 37, 46, 8, 0.99457
letter, 8, 0.98833, 0.85714, 0.97222, 42, 49, 8, 0.99393
letter, 9, 0.99017, 0.87785, 0.95596, 37, 47, 8, 0.99443
letter, 10, 0.99067, 0.87879, 0.97472, 40, 51, 8, 0.99479
letter, 11, 0.99283, 0.91871, 0.97687, 39, 54, 8, 0.99507
letter, 12, 0.99317, 0.91616, 0.97441, 38, 49, 8, 0.99514
letter, 13, 0.99167, 0.9004, 0.96442, 39, 49, 8, 0.995
letter, 14, 0.99283, 0.90466, 0.97193, 38, 48, 8, 0.99479
letter, 15, 0.98917, 0.87129, 0.97499, 38, 48, 8, 0.99514
letter, 16, 0.991, 0.88797, 0.9683, 40, 50, 8, 0.99471
letter, 17, 0.99, 0.87395, 0.96632, 39, 46, 8, 0.99507
letter, 18, 0.99033, 0.88115, 0.97359, 40, 49, 8, 0.99457
letter, 19, 0.98917, 0.88029, 0.97309, 42, 52, 8, 0.994
letter, 20, 0.989, 0.87259, 0.96588, 40, 52, 8, 0.995
lymph, 1, 0.73333, 0.77778, 0.794, 0.34, 9, 4, 0.96117
lymph, 2, 0.91111, 0.90909, 0.9664, 0.36, 9, 4, 0.96117
lymph, 3, 0.71111, 0.76364, 0.76087, 0.38, 10, 4, 0.97087
lymph, 4, 0.8, 0.84746, 0.79954, 0.34, 9, 4, 0.97087
lymph, 5, 0.95556, 0.96667, 0.98889, 0.35, 9, 5, 0.96117
lymph, 6, 0.62222, 0.66667, 0.67206, 0.34, 9, 4, 0.97087
lymph, 7, 0.82222, 0.82609, 0.79762, 0.32, 9, 4, 0.97087
lymph, 8, 0.86667, 0.86957, 0.89286, 0.31, 7, 4, 0.98058
lymph, 9, 0.77778, 0.81481, 0.84818, 0.27, 8, 4, 0.96117
lymph, 10, 0.77778, 0.82143, 0.73, 0.28, 7, 4, 0.97087
lymph, 11, 0.84444, 0.82927, 0.86111, 0.32, 9, 4, 0.97087
lymph, 12, 0.88889, 0.90909, 0.87654, 0.3, 8, 4, 0.98058
lymph, 13, 0.82222, 0.82609, 0.86166, 0.3, 6, 4, 0.96117
lymph, 14, 0.88889, 0.89362, 0.86957, 0.29, 8, 4, 0.96117
lymph, 15, 0.75556, 0.8, 0.768, 0.36, 8, 4, 0.96117
lymph, 16, 0.82222, 0.83333, 0.86957, 0.33, 9, 4, 0.97087
lymph, 17, 0.77778, 0.8, 0.942, 0.35, 8, 4, 0.94175
lymph, 18, 0.88889, 0.91228, 0.82773, 0.32, 9, 4, 0.97087
lymph, 19, 0.77778, 0.82143, 0.71429, 0.22, 7, 3, 0.98058
lymph, 20, 0.75556, 0.76596, 0.814, 0.41, 9, 5, 0.95146
mushroom, 1, 0.99918, 0.99923, 1, 2.8, 6, 4, 0.9993
mushroom, 2, 1, 1, 1, 2.6, 6, 4, 1
mushroom, 3, 0.99918, 0.99923, 1, 2.7, 6, 4, 0.9993
mushroom, 4, 0.99918, 0.99921, 1, 2.7, 6, 4, 0.9993
mushroom, 5, 0.99959, 0.9996, 1, 2.8, 6, 4, 0.99912
mushroom, 6, 0.99959, 0.99961, 1, 2.8, 6, 4, 0.99912
mushroom, 7, 0.99918, 0.99919, 1, 2.8, 6, 4, 0.9993
mushroom, 8, 0.99877, 0.99884, 1, 2.7, 6, 4, 0.99912
mushroom, 9, 0.99795, 0.99805, 0.99999, 2.7, 6, 4, 0.99947
mushroom, 10, 0.99877, 0.9988, 1, 2.7, 6, 4, 0.99912
mushroom, 11, 0.99836, 0.99841, 0.99999, 2.6, 6, 4, 0.9993
mushroom, 12, 0.99836, 0.99839, 1, 2.8, 6, 4, 0.9993
mushroom, 13, 0.99918, 0.99919, 1, 2.7, 6, 4, 0.9993
mushroom, 14, 0.99959, 0.9996, 1, 2.7, 6, 4, 0.99912
mushroom, 15, 0.99918, 0.9992, 1, 2.7, 6, 4, 0.9993
mushroom, 16, 0.99836, 0.99846, 1, 2.6, 6, 4, 0.9993
mushroom, 17, 0.99836, 0.99841, 0.99999, 2.7, 6, 4, 0.9993
mushroom, 18, 0.99877, 0.9988, 1, 2.6, 6, 4, 0.99947
mushroom, 19, 0.99795, 0.99802, 1, 2.7, 6, 4, 0.99947
mushroom, 20, 0.99836, 0.99842, 1, 2.7, 6, 4, 0.9993
pendigits, 1, 0.99422, 0.97352, 0.99518, 12, 14, 5, 0.99771
pendigits, 2, 0.992, 0.96087, 0.99258, 10, 17, 5, 0.99581
pendigits, 3, 0.99378, 0.96861, 0.99207, 12, 13, 5, 0.99714
pendigits, 4, 0.99378, 0.97154, 0.9915, 9, 15, 5, 0.99771
pendigits, 5, 0.99244, 0.9628, 0.98358, 9.5, 14, 5, 0.99714
pendigits, 6, 0.99244, 0.96391, 0.99527, 12, 13, 5, 0.99695
pendigits, 7, 0.99289, 0.96313, 0.98653, 9.5, 16, 5, 0.99714
pendigits, 8, 0.98977, 0.95117, 0.99627, 12, 13, 5, 0.99676
pendigits, 9, 0.99466, 0.97273, 0.99736, 13, 15, 5, 0.99657
pendigits, 10, 0.99289, 0.96761, 0.99252, 13, 16, 5, 0.99581
pendigits, 11, 0.99378, 0.97266, 0.99717, 14, 18, 5, 0.996
pendigits, 12, 0.99378, 0.97233, 0.99263, 9.9, 15, 5, 0.99676
pendigits, 13, 0.992, 0.95982, 0.99256, 10, 14, 5, 0.99676
pendigits, 14, 0.99644, 0.98326, 0.99018, 9.5, 14, 5, 0.99676
pendigits, 15, 0.99511, 0.97704, 0.99945, 12, 13, 5, 0.99733
pendigits, 16, 0.99511, 0.97655, 0.99289, 9.2, 12, 5, 0.99695
pendigits, 17, 0.99422, 0.97352, 0.99118, 10, 15, 6, 0.99581
pendigits, 18, 0.99466, 0.97479, 0.99577, 9.5, 13, 5, 0.99695
pendigits, 19, 0.99333, 0.96842, 0.98983, 9.2, 15, 5, 0.99542
pendigits, 20, 0.99511, 0.97732, 0.98973, 13, 14, 5, 0.99638
primary-tumor, 1, 0.81188, 0.62745, 0.64515, 0.61, 24, 6, 0.91064
primary-tumor, 2, 0.79208, 0.46154, 0.83166, 0.82, 29, 6, 0.88085
primary-tumor, 3, 0.78218, 0.60714, 0.73385, 0.66, 24, 6, 0.91489
primary-tumor, 4, 0.82178, 0.59091, 0.74856, 0.79, 25, 6, 0.88936
primary-tumor, 5, 0.75248, 0.46809, 0.72129, 0.69, 27, 6, 0.91489
primary-tumor, 6, 0.79208, 0.57143, 0.75604, 0.67, 24, 6, 0.91064
primary-tumor, 7, 0.82178, 0.59091, 0.79397, 0.75, 26, 6, 0.88936
primary-tumor, 8, 0.75248, 0.4186, 0.58684, 0.84, 26, 5, 0.91064
primary-tumor, 9, 0.69307, 0.36735, 0.62256, 0.79, 24, 6, 0.91489
primary-tumor, 10, 0.78218, 0.5, 0.77503, 0.75, 27, 6, 0.90213
primary-tumor, 11, 0.75248, 0.57627, 0.71362, 0.82, 26, 5, 0.89362
primary-tumor, 12, 0.76238, 0.45455, 0.69064, 0.7, 26, 6, 0.90213
primary-tumor, 13, 0.79208, 0.53333, 0.70076, 0.73, 28, 6, 0.91064
primary-tumor, 14, 0.82178, 0.55, 0.73936, 0.66, 26, 6, 0.91489
primary-tumor, 15, 0.75248, 0.46809, 0.67568, 0.63, 23, 6, 0.91915
primary-tumor, 16, 0.83168, 0.54054, 0.73529, 0.65, 26, 6, 0.91064
primary-tumor, 17, 0.78218, 0.60714, 0.80308, 0.8, 28, 6, 0.89787
primary-tumor, 18, 0.78218, 0.64516, 0.81729, 0.66, 21, 5, 0.91064
primary-tumor, 19, 0.71287, 0.45283, 0.68439, 0.71, 25, 6, 0.91064
primary-tumor, 20, 0.76238, 0.57143, 0.69569, 0.71, 27, 6, 0.92766
segment, 1, 0.99134, 0.9703, 0.99768, 1.6, 4, 3, 0.99938
segment, 2, 0.99856, 0.99482, 1, 1.6, 4, 3, 0.99938
