name, batch, gosdt_accu, gosdt_time_elapsed, gosdt_accu_train, mem_MiB 
diabetes, 10, 0.70996, 321.04, 0.76164, 9785.105469
diabetes, 11, 0.70130, 320.81, 0.77095, 7700.238281
diabetes, 12, 0.74892, 301.77, 0.75419, 8616.300781
diabetes, 13, 0.75758, 302.68, 0.75047, 9583.847656
diabetes, 14, 0.74892, 320.91, 0.75419, 6650.957031
diabetes, 15, 0.71861, 308.22, 0.75978, 6071.570312
diabetes, 16, 0.72294, 320.79, 0.78212, 7501.933594
diabetes, 17, 0.76623, 301.03, 0.74860, 6806.027344
diabetes, 18, 0.70130, 318.77, 0.76536, 6626.523438
diabetes, 19, 0.77056, 321.46, 0.76350, 6925.503906
diabetes, 20, 0.73593, 320.91, 0.77281, 6921.191406
segment, 1, 0.99567, 317.17, 0.99814, 5308.082031
segment, 2, 0.99711, 303.22, 0.99753, 5544.722656
segment, 3, 0.99567, 313.50, 0.99876, 5639.941406
segment, 4, 0.99856, 319.29, 0.99691, 5786.761719
segment, 5, 0.99423, 308.60, 0.99938, 5411.429688
segment, 6, 0.99423, 315.50, 0.99753, 5599.695312
segment, 7, 0.99567, 303.06, 0.99876, 5330.757812
segment, 8, 0.99856, 306.55, 0.99567, 5678.285156
segment, 9, 0.99567, 322.28, 0.99876, 5591.332031
segment, 10, 0.99711, 313.67, 0.99814, 5511.589844
segment, 11, 0.99856, 317.12, 0.99753, 5733.957031
segment, 12, 0.99423, 302.71, 0.99876, 5432.183594
segment, 13, 0.99711, 320.40, 0.99753, 5953.796875
segment, 14, 0.99423, 318.57, 0.99876, 5628.945312
segment, 15, 0.99278, 304.52, 0.99814, 5695.453125
segment, 16, 0.99856, 303.35, 0.99753, 5709.230469
segment, 17, 0.99711, 303.87, 0.99753, 5562.351562
segment, 18, 0.99278, 312.62, 0.99876, 6018.214844
segment, 19, 0.99711, 312.59, 0.99753, 5682.390625
segment, 20, 0.99856, 301.43, 0.99753, 5438.386719
vote, 1, 0.92366, 303.83, 0.96382, 9265.324219
vote, 2, 0.97710, 302.97, 0.94737, 10058.828125
vote, 3, 0.96947, 304.06, 0.95066, 7779.679688
vote, 4, 1.00000, 304.54, 0.93750, 9911.714844
vote, 5, 0.96947, 305.55, 0.95066, 9272.343750
vote, 6, 0.94656, 305.62, 0.96053, 10235.042969
vote, 7, 0.94656, 304.91, 0.96053, 10498.656250
vote, 8, 0.93130, 303.70, 0.95724, 9202.281250
vote, 9, 0.96183, 304.85, 0.95395, 8954.832031
vote, 10, 0.95420, 305.84, 0.95724, 8589.859375
vote, 11, 0.95420, 304.45, 0.95724, 9857.023438
vote, 12, 0.96183, 305.57, 0.95395, 7497.066406
vote, 13, 0.93893, 306.20, 0.96053, 10265.289062
vote, 14, 0.92366, 305.61, 0.95395, 7908.582031
vote, 15, 0.92366, 302.57, 0.96382, 8881.730469
vote, 16, 0.94656, 304.86, 0.96053, 8763.250000
vote, 17, 0.93893, 302.78, 0.96382, 8454.949219
vote, 18, 0.93893, 304.88, 0.96382, 10510.351562
vote, 19, 0.93130, 305.60, 0.95395, 9368.410156
vote, 20, 0.95420, 304.62, 0.95395, 10393.089844
kr-vs-kp, 1, 0.86444, 302.77, 0.87126, 7760.609375
kr-vs-kp, 2, 0.84567, 310.93, 0.84533, 7299.164062
kr-vs-kp, 3, 0.85401, 302.93, 0.87573, 7617.421875
kr-vs-kp, 4, 0.84150, 311.39, 0.84712, 7476.187500
kr-vs-kp, 5, 0.86027, 310.48, 0.83907, 7318.964844
kr-vs-kp, 6, 0.85506, 308.42, 0.84131, 7294.550781
kr-vs-kp, 7, 0.87070, 309.67, 0.86857, 7200.968750
kr-vs-kp, 8, 0.85401, 310.69, 0.84175, 7250.113281
kr-vs-kp, 9, 0.84254, 303.26, 0.84667, 7779.250000
kr-vs-kp, 10, 0.84359, 310.00, 0.84622, 7219.757812
kr-vs-kp, 11, 0.82795, 310.54, 0.85293, 7302.605469
kr-vs-kp, 12, 0.86966, 302.93, 0.86902, 7862.871094
kr-vs-kp, 13, 0.86340, 312.62, 0.83773, 7375.648438
kr-vs-kp, 14, 0.86340, 306.25, 0.87170, 6520.769531
kr-vs-kp, 15, 0.84880, 307.72, 0.84399, 6991.628906
kr-vs-kp, 16, 0.86861, 312.98, 0.86947, 7365.675781
kr-vs-kp, 17, 0.84672, 314.54, 0.84488, 7397.222656
kr-vs-kp, 18, 0.85923, 301.86, 0.87349, 6996.906250
kr-vs-kp, 19, 0.84150, 301.50, 0.84712, 7779.734375
kr-vs-kp, 20, 0.84567, 307.40, 0.84533, 7335.296875
lymph, 1, 0.80000, 301.86, 0.87379, 4212.160156
lymph, 2, 0.75556, 302.53, 0.85437, 4270.390625
lymph, 3, 0.68889, 304.98, 0.85437, 4011.921875
lymph, 4, 0.66667, 304.15, 0.84466, 4752.343750
lymph, 5, 0.86667, 305.34, 0.83495, 4175.472656
lymph, 6, 0.84444, 303.16, 0.85437, 4655.609375
lymph, 7, 0.64444, 302.78, 0.87379, 5093.929688
lymph, 8, 0.80000, 302.58, 0.86408, 4620.656250
lymph, 9, 0.82222, 304.87, 0.86408, 4920.625000
lymph, 10, 0.60000, 302.00, 0.87379, 4028.894531
lymph, 11, 0.82222, 303.29, 0.85437, 4685.796875
lymph, 12, 0.84444, 303.67, 0.85437, 4346.800781
lymph, 13, 0.77778, 302.76, 0.88350, 4609.000000
lymph, 14, 0.73333, 303.53, 0.88350, 4712.566406
lymph, 15, 0.71111, 303.81, 0.87379, 4662.332031
lymph, 16, 0.80000, 302.28, 0.85437, 5517.910156
lymph, 17, 0.71111, 303.48, 0.86408, 3971.949219
lymph, 18, 0.82222, 302.81, 0.85437, 5184.195312
lymph, 19, 0.73333, 301.72, 0.88350, 4546.675781
lymph, 20, 0.77778, 304.27, 0.86408, 5218.972656
ionosphere, 1, 0.92453, 524.63, 0.90204, 4542.890625
ionosphere, 2, 0.88679, 519.64, 0.91837, 4533.906250
ionosphere, 3, 0.95283, 516.71, 0.88980, 4560.929688
ionosphere, 4, 0.87736, 526.96, 0.92245, 4522.710938
ionosphere, 5, 0.92453, 523.63, 0.90204, 4545.054688
ionosphere, 6, 0.94340, 512.82, 0.89388, 4518.714844
ionosphere, 7, 0.93396, 512.21, 0.89796, 4499.925781
ionosphere, 8, 0.92453, 514.33, 0.90204, 4539.070312
ionosphere, 9, 0.90566, 521.42, 0.91020, 4579.835938
ionosphere, 10, 0.88679, 517.26, 0.91837, 4537.472656
ionosphere, 11, 0.94340, 513.31, 0.89388, 4525.308594
ionosphere, 12, 0.91509, 517.60, 0.90612, 4538.808594
ionosphere, 13, 0.90566, 525.31, 0.91020, 4579.976562
ionosphere, 14, 0.90566, 517.60, 0.91020, 4542.898438
ionosphere, 15, 0.87736, 517.71, 0.92245, 4557.683594
ionosphere, 16, 0.88679, 518.29, 0.91837, 4540.351562
ionosphere, 17, 0.92453, 515.57, 0.90204, 4522.718750
ionosphere, 18, 0.88679, 517.48, 0.91837, 4517.609375
ionosphere, 19, 0.90566, 523.40, 0.91020, 4562.496094
ionosphere, 20, 0.93396, 535.94, 0.89796, 4559.710938
soybean, 1, 0.81481, 304.82, 0.87075, 14618.289062
soybean, 2, 0.86243, 304.98, 0.85034, 14287.488281
soybean, 3, 0.89947, 305.33, 0.83447, 14352.503906
soybean, 4, 0.85185, 303.96, 0.85488, 13576.574219
soybean, 5, 0.86772, 304.16, 0.84807, 13946.121094
soybean, 6, 0.85185, 305.18, 0.85488, 14219.277344
soybean, 7, 0.88889, 304.70, 0.83900, 13463.890625
soybean, 8, 0.86772, 304.63, 0.84807, 13245.000000
soybean, 9, 0.84127, 304.23, 0.85941, 13883.578125
soybean, 10, 0.89947, 303.87, 0.83447, 13814.058594
soybean, 11, 0.83598, 303.98, 0.86168, 13234.679688
soybean, 12, 0.83598, 304.02, 0.86168, 13525.570312
soybean, 13, 0.85714, 304.21, 0.85261, 12801.128906
soybean, 14, 0.87831, 304.36, 0.84354, 13869.546875
soybean, 15, 0.85714, 305.66, 0.85261, 14297.332031
soybean, 16, 0.87831, 305.03, 0.84354, 14149.363281
soybean, 17, 0.86772, 305.55, 0.84807, 14157.132812
soybean, 18, 0.86772, 304.14, 0.84807, 13921.378906
soybean, 19, 0.85714, 304.61, 0.85261, 13425.695312
soybean, 20, 0.86243, 304.77, 0.85034, 12931.531250
hypothyroid, 1, 0.98154, 309.49, 0.97711, 9073.320312
hypothyroid, 2, 0.97846, 309.12, 0.97843, 9413.937500
hypothyroid, 3, 0.97538, 307.85, 0.97975, 12160.882812
hypothyroid, 4, 0.97744, 303.07, 0.97887, 10908.773438
hypothyroid, 5, 0.98154, 303.26, 0.97711, 9890.554688
hypothyroid, 6, 0.97641, 306.85, 0.97931, 9084.308594
hypothyroid, 7, 0.97641, 309.57, 0.97931, 11347.632812
hypothyroid, 8, 0.97846, 305.25, 0.97843, 11612.535156
hypothyroid, 9, 0.97744, 309.29, 0.97887, 11421.609375
hypothyroid, 10, 0.98154, 310.06, 0.97711, 9292.902344
hypothyroid, 11, 0.97436, 309.17, 0.98019, 10725.800781
hypothyroid, 12, 0.97436, 306.19, 0.98019, 9992.898438
hypothyroid, 13, 0.98154, 302.06, 0.97711, 9911.230469
hypothyroid, 14, 0.98564, 306.21, 0.97535, 10683.746094
hypothyroid, 15, 0.98051, 310.74, 0.97755, 11182.933594
hypothyroid, 16, 0.97949, 305.70, 0.97799, 9855.464844
hypothyroid, 17, 0.97744, 307.57, 0.97887, 11214.007812
hypothyroid, 18, 0.98462, 307.19, 0.97579, 11065.363281
hypothyroid, 19, 0.97333, 306.11, 0.98063, 11395.218750
hypothyroid, 20, 0.97846, 306.24, 0.97843, 11715.421875
vehicle, 1, 0.88976, 357.54, 0.89865, 3717.386719
vehicle, 2, 0.89370, 350.32, 0.90709, 3677.464844
vehicle, 3, 0.88976, 357.43, 0.90203, 3773.796875
vehicle, 4, 0.85827, 359.69, 0.89527, 3755.222656
vehicle, 5, 0.90157, 359.40, 0.89358, 3755.707031
vehicle, 6, 0.88189, 356.16, 0.92061, 3760.453125
vehicle, 7, 0.87795, 353.82, 0.88682, 3684.351562
vehicle, 8, 0.88976, 361.54, 0.90372, 3794.007812
vehicle, 9, 0.90551, 348.92, 0.89189, 3559.640625
vehicle, 10, 0.90551, 355.47, 0.89189, 3721.781250
vehicle, 11, 0.81496, 348.66, 0.88007, 3693.535156
vehicle, 12, 0.79528, 346.88, 0.82939, 3518.804688
vehicle, 13, 0.88189, 353.93, 0.88514, 3658.890625
vehicle, 14, 0.87795, 350.83, 0.90878, 3690.980469
vehicle, 15, 0.88976, 346.22, 0.89865, 3690.675781
vehicle, 16, 0.88976, 351.73, 0.89865, 3720.207031
vehicle, 17, 0.89370, 361.31, 0.87838, 3695.843750
vehicle, 18, 0.87795, 362.92, 0.90878, 3835.675781
vehicle, 19, 0.88189, 350.70, 0.90709, 3691.824219
vehicle, 20, 0.87795, 346.48, 0.90372, 3582.089844
primary-tumor, 1, 0.71287, 169.67, 0.92766, 1366.761719
primary-tumor, 2, 0.75248, 152.97, 0.92340, 1551.925781
primary-tumor, 3, 0.73267, 187.19, 0.97447, 1419.375000
primary-tumor, 4, 0.68317, 181.14, 0.94894, 2612.417969
primary-tumor, 5, 0.75248, 183.50, 0.94468, 1525.070312
primary-tumor, 6, 0.73267, 215.12, 0.92340, 1510.359375
primary-tumor, 7, 0.84158, 208.14, 0.94043, 1509.171875
primary-tumor, 8, 0.80198, 131.92, 0.94468, 1310.625000
primary-tumor, 9, 0.73267, 123.80, 0.95745, 1424.742188
primary-tumor, 10, 0.74257, 201.22, 0.96170, 1488.238281
primary-tumor, 11, 0.75248, 155.31, 0.95319, 1299.023438
primary-tumor, 12, 0.79208, 150.46, 0.92766, 1327.804688
primary-tumor, 13, 0.68317, 172.63, 0.92340, 1370.144531
primary-tumor, 14, 0.73267, 157.69, 0.91064, 1416.902344
primary-tumor, 15, 0.74257, 144.53, 0.93191, 1409.039062
primary-tumor, 16, 0.78218, 167.73, 0.93191, 1420.648438
primary-tumor, 17, 0.73267, 118.39, 0.93191, 1325.277344
primary-tumor, 18, 0.84158, 253.43, 0.93191, 1467.117188
primary-tumor, 19, 0.71287, 179.45, 0.94468, 1476.636719
primary-tumor, 20, 0.76238, 137.67, 0.94894, 1309.140625
australian-credit, 1, 0.85204, 320.38, 0.87309, 3581.574219
australian-credit, 2, 0.85204, 306.08, 0.87309, 3622.730469
australian-credit, 3, 0.85714, 304.34, 0.87090, 3447.496094
australian-credit, 4, 0.85714, 301.77, 0.86871, 3867.894531
australian-credit, 5, 0.88776, 322.94, 0.85777, 3639.324219
australian-credit, 6, 0.85204, 301.05, 0.87309, 3649.027344
australian-credit, 7, 0.85714, 320.43, 0.86652, 4072.484375
australian-credit, 8, 0.84694, 302.51, 0.87309, 4160.667969
australian-credit, 9, 0.84184, 321.82, 0.86652, 3333.457031
australian-credit, 10, 0.90816, 303.80, 0.84902, 3599.117188
australian-credit, 11, 0.84694, 301.58, 0.87527, 3553.996094
australian-credit, 12, 0.80102, 323.59, 0.88403, 3667.480469
australian-credit, 13, 0.86224, 321.58, 0.86652, 3514.554688
australian-credit, 14, 0.86735, 302.56, 0.86652, 3715.988281
australian-credit, 15, 0.87245, 301.55, 0.86433, 3538.488281
australian-credit, 16, 0.85714, 301.88, 0.87090, 3483.597656
australian-credit, 17, 0.85204, 322.99, 0.87090, 4023.164062
australian-credit, 18, 0.84694, 321.54, 0.87527, 3527.296875
australian-credit, 19, 0.88265, 303.84, 0.85996, 3654.867188
australian-credit, 20, 0.84184, 321.70, 0.87746, 3773.738281
anneal, 1, 0.87705, 302.44, 0.84331, 6298.089844
anneal, 2, 0.84836, 306.01, 0.85035, 6131.039062
anneal, 3, 0.83607, 304.70, 0.86092, 6392.367188
anneal, 4, 0.86475, 304.68, 0.84859, 6071.574219
anneal, 5, 0.88525, 305.15, 0.83979, 6608.171875
anneal, 6, 0.85656, 302.54, 0.85211, 6311.910156
anneal, 7, 0.84426, 304.55, 0.85739, 6347.707031
anneal, 8, 0.83197, 305.63, 0.85035, 6638.574219
anneal, 9, 0.83607, 304.31, 0.85915, 6300.781250
anneal, 10, 0.84836, 303.92, 0.85563, 6453.218750
anneal, 11, 0.82377, 303.69, 0.85563, 6403.644531
anneal, 12, 0.86885, 303.45, 0.84683, 6800.984375
anneal, 13, 0.82377, 306.31, 0.85563, 6407.656250
anneal, 14, 0.85246, 304.79, 0.85035, 6389.433594
anneal, 15, 0.82377, 306.54, 0.85563, 6463.476562
anneal, 16, 0.84836, 304.50, 0.85563, 6484.246094
anneal, 17, 0.84426, 303.36, 0.85739, 6112.714844
anneal, 18, 0.81557, 303.10, 0.86972, 6522.523438
anneal, 19, 0.85656, 301.96, 0.84155, 6364.171875
anneal, 20, 0.84016, 305.47, 0.85915, 6375.578125
hepatitis, 1, 0.78571, 302.50, 0.92632, 5111.476562
hepatitis, 2, 0.83333, 303.37, 0.88421, 4541.046875
hepatitis, 3, 0.83333, 302.32, 0.89474, 4627.500000
hepatitis, 4, 0.83333, 302.49, 0.91579, 4390.328125
hepatitis, 5, 0.85714, 302.96, 0.88421, 5241.757812
hepatitis, 6, 0.76190, 302.80, 0.89474, 4863.648438
hepatitis, 7, 0.80952, 303.12, 0.87368, 5084.679688
hepatitis, 8, 0.80952, 302.67, 0.91579, 4623.507812
hepatitis, 9, 0.85714, 303.52, 0.89474, 5123.261719
hepatitis, 10, 0.85714, 302.54, 0.88421, 4986.023438
hepatitis, 11, 0.80952, 302.91, 0.92632, 4586.367188
hepatitis, 12, 0.85714, 303.60, 0.87368, 5004.457031
hepatitis, 13, 0.88095, 304.02, 0.87368, 5434.207031
hepatitis, 14, 0.90476, 304.16, 0.86316, 5533.062500
hepatitis, 15, 0.78571, 302.24, 0.93684, 4472.351562
hepatitis, 16, 0.73810, 304.13, 0.84211, 5058.230469
hepatitis, 17, 0.78571, 303.17, 0.89474, 4443.289062
hepatitis, 18, 0.85714, 303.75, 0.88421, 5117.511719
hepatitis, 19, 0.90476, 302.37, 0.86316, 5239.007812
hepatitis, 20, 0.80952, 303.42, 0.90526, 5139.875000
audiology, 1, 0.96923, 303.24, 0.94040, 6146.554688
audiology, 2, 0.93846, 303.28, 0.95364, 5780.839844
audiology, 3, 0.93846, 307.27, 0.95364, 5473.863281
audiology, 4, 0.96923, 302.74, 0.94040, 6986.917969
audiology, 5, 0.93846, 306.56, 0.95364, 7030.738281
audiology, 6, 0.92308, 305.87, 0.96026, 6756.039062
audiology, 7, 0.96923, 307.27, 0.94040, 5871.429688
audiology, 8, 0.90769, 304.91, 0.96689, 6058.546875
audiology, 9, 0.92308, 303.39, 0.96026, 6554.960938
audiology, 10, 0.93846, 305.26, 0.95364, 6043.804688
audiology, 11, 0.93846, 308.45, 0.95364, 7353.902344
audiology, 12, 0.93846, 305.60, 0.95364, 7014.113281
audiology, 13, 0.92308, 308.85, 0.96026, 6923.644531
audiology, 14, 0.92308, 305.45, 0.96026, 5432.238281
audiology, 15, 0.95385, 305.85, 0.94702, 6102.460938
audiology, 16, 0.90769, 306.45, 0.96689, 6869.593750
audiology, 17, 0.96923, 308.70, 0.94040, 7021.757812
audiology, 18, 0.89231, 306.51, 0.97351, 5117.191406
audiology, 19, 0.90769, 309.19, 0.96689, 6860.605469
audiology, 20, 0.90769, 306.09, 0.96689, 6347.574219
heart-cleveland, 1, 0.75281, 308.84, 0.80676, 6533.121094
heart-cleveland, 2, 0.74157, 304.60, 0.79227, 6463.496094
heart-cleveland, 3, 0.77528, 311.53, 0.80193, 6308.375000
heart-cleveland, 4, 0.69663, 305.41, 0.80676, 6521.687500
heart-cleveland, 5, 0.67416, 306.85, 0.82609, 6532.761719
heart-cleveland, 6, 0.70787, 305.13, 0.80676, 6592.707031
heart-cleveland, 7, 0.76404, 302.92, 0.80676, 6189.023438
heart-cleveland, 8, 0.80899, 301.62, 0.78744, 6538.128906
heart-cleveland, 9, 0.69663, 307.06, 0.81643, 6357.472656
heart-cleveland, 10, 0.79775, 311.77, 0.79710, 6468.324219
heart-cleveland, 11, 0.74157, 308.14, 0.81643, 6203.101562
heart-cleveland, 12, 0.67416, 310.00, 0.82126, 6407.671875
heart-cleveland, 13, 0.74157, 307.43, 0.80193, 6314.066406
heart-cleveland, 14, 0.80899, 308.64, 0.78261, 6554.402344
heart-cleveland, 15, 0.79775, 305.27, 0.79710, 6426.214844
heart-cleveland, 16, 0.76404, 310.83, 0.81159, 6353.527344
heart-cleveland, 17, 0.74157, 305.07, 0.79710, 6527.234375
heart-cleveland, 18, 0.69663, 309.86, 0.80676, 6769.554688
heart-cleveland, 19, 0.76404, 304.80, 0.80676, 6281.230469
heart-cleveland, 20, 0.77528, 301.85, 0.80676, 6281.925781
tic-tac-toe, 1, 0.75694, 304.89, 0.78806, 18162.812500
tic-tac-toe, 2, 0.76389, 304.83, 0.78657, 18205.027344
tic-tac-toe, 3, 0.77083, 306.32, 0.78657, 18212.453125
tic-tac-toe, 4, 0.70486, 304.77, 0.78358, 18125.554688
tic-tac-toe, 5, 0.76736, 305.49, 0.80299, 18220.519531
tic-tac-toe, 6, 0.68750, 305.89, 0.74776, 18259.683594
tic-tac-toe, 7, 0.71875, 305.72, 0.77313, 18219.960938
tic-tac-toe, 8, 0.79514, 304.97, 0.78955, 18203.886719
tic-tac-toe, 9, 0.72917, 304.94, 0.76418, 18197.058594
tic-tac-toe, 10, 0.76736, 305.80, 0.76866, 18270.656250
tic-tac-toe, 11, 0.76736, 304.71, 0.80299, 18151.562500
