name, batch, dl_accu, dl_f1, dl_time_elapsed, dl_accu_train 
mushroom, 17, 0.97211, 0.97304, 0.05, 0.96764
mushroom, 18, 0.96965, 0.97061, 0.05, 0.96870
mushroom, 19, 0.96514, 0.96660, 0.05, 0.97063
mushroom, 20, 0.96965, 0.97116, 0.05, 0.96870
zoo-1, 1, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 2, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 3, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 4, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 5, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 6, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 7, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 8, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 9, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 10, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 11, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 12, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 13, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 14, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 15, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 16, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 17, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 18, 0.90323, 0.89655, 0.00, 1.00000
zoo-1, 19, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 20, 1.00000, 1.00000, 0.00, 1.00000
diabetes, 1, 0.72727, 0.81844, 0.04, 0.76536
diabetes, 2, 0.78788, 0.83934, 0.04, 0.76164
diabetes, 3, 0.76623, 0.82803, 0.04, 0.77095
diabetes, 4, 0.76623, 0.82803, 0.04, 0.76536
diabetes, 5, 0.76190, 0.81848, 0.03, 0.77281
diabetes, 6, 0.80087, 0.85976, 0.04, 0.75605
diabetes, 7, 0.74026, 0.80892, 0.04, 0.77654
diabetes, 8, 0.75758, 0.83432, 0.04, 0.76909
diabetes, 9, 0.76190, 0.82972, 0.04, 0.75233
diabetes, 10, 0.73593, 0.79461, 0.04, 0.78399
diabetes, 11, 0.71429, 0.80120, 0.04, 0.76909
diabetes, 12, 0.76190, 0.81848, 0.04, 0.76723
diabetes, 13, 0.73593, 0.80997, 0.04, 0.76164
diabetes, 14, 0.77922, 0.83601, 0.04, 0.75978
diabetes, 15, 0.72294, 0.80000, 0.04, 0.77095
diabetes, 16, 0.73160, 0.80128, 0.03, 0.78585
diabetes, 17, 0.79221, 0.84906, 0.04, 0.75978
diabetes, 18, 0.74026, 0.80263, 0.04, 0.78212
diabetes, 19, 0.77489, 0.83750, 0.04, 0.76723
diabetes, 20, 0.72727, 0.80374, 0.03, 0.78771
segment, 1, 0.99423, 0.98058, 0.13, 0.99691
segment, 2, 0.99856, 0.99482, 0.14, 0.99505
segment, 3, 0.99567, 0.98643, 0.15, 0.99629
segment, 4, 0.99711, 0.98958, 0.14, 0.99567
segment, 5, 0.99423, 0.98020, 0.14, 0.99691
segment, 6, 0.99278, 0.97630, 0.13, 0.99753
segment, 7, 0.98701, 0.95735, 0.13, 1.00000
segment, 8, 0.99711, 0.98851, 0.14, 0.99567
segment, 9, 0.99856, 0.99507, 0.13, 0.99505
segment, 10, 0.99711, 0.98851, 0.13, 0.99567
segment, 11, 0.99711, 0.98750, 0.14, 0.99567
segment, 12, 0.99278, 0.97835, 0.13, 0.99753
segment, 13, 0.99711, 0.99091, 0.14, 0.99567
segment, 14, 0.99134, 0.97030, 0.13, 0.99814
segment, 15, 0.99278, 0.97268, 0.14, 0.99753
segment, 16, 0.99856, 0.99441, 0.14, 0.99505
segment, 17, 0.99278, 0.97175, 0.13, 0.99753
segment, 18, 0.99278, 0.97561, 0.14, 0.99753
segment, 19, 0.99423, 0.98000, 0.14, 0.99691
segment, 20, 0.99567, 0.98605, 0.14, 0.99629
vote, 1, 0.93893, 0.94805, 0.00, 0.96382
vote, 2, 0.97710, 0.98204, 0.00, 0.94737
vote, 3, 0.96947, 0.97297, 0.00, 0.95395
vote, 4, 0.99237, 0.99291, 0.00, 0.94408
vote, 5, 0.96947, 0.97468, 0.00, 0.95395
vote, 6, 0.94656, 0.95597, 0.00, 0.96382
vote, 7, 0.94656, 0.95758, 0.00, 0.96382
vote, 8, 0.94656, 0.95706, 0.00, 0.96053
vote, 9, 0.95420, 0.96250, 0.01, 0.96053
vote, 10, 0.95420, 0.96053, 0.00, 0.96053
vote, 11, 0.90840, 0.92683, 0.00, 0.96053
vote, 12, 0.96183, 0.97006, 0.01, 0.95724
vote, 13, 0.95420, 0.96296, 0.00, 0.96053
vote, 14, 0.93893, 0.94521, 0.00, 0.95724
vote, 15, 0.93893, 0.95455, 0.01, 0.96382
vote, 16, 0.94656, 0.95652, 0.01, 0.96053
vote, 17, 0.93893, 0.95238, 0.00, 0.96711
vote, 18, 0.93130, 0.94611, 0.00, 0.96711
vote, 19, 0.93130, 0.94194, 0.00, 0.96053
vote, 20, 0.96183, 0.97110, 0.00, 0.95724
kr-vs-kp, 1, 0.86444, 0.87354, 0.02, 0.87126
kr-vs-kp, 2, 0.86548, 0.87819, 0.02, 0.87081
kr-vs-kp, 3, 0.85401, 0.86590, 0.02, 0.87573
kr-vs-kp, 4, 0.86027, 0.86410, 0.02, 0.87304
kr-vs-kp, 5, 0.87800, 0.88868, 0.02, 0.86544
kr-vs-kp, 6, 0.88008, 0.88802, 0.02, 0.86455
kr-vs-kp, 7, 0.87070, 0.88582, 0.02, 0.86857
kr-vs-kp, 8, 0.87591, 0.88742, 0.02, 0.86634
kr-vs-kp, 9, 0.87174, 0.88558, 0.02, 0.86813
kr-vs-kp, 10, 0.86444, 0.87427, 0.02, 0.87126
kr-vs-kp, 11, 0.85819, 0.86745, 0.02, 0.87394
kr-vs-kp, 12, 0.86966, 0.87923, 0.02, 0.86902
kr-vs-kp, 13, 0.87904, 0.88672, 0.02, 0.86500
kr-vs-kp, 14, 0.86340, 0.87746, 0.02, 0.87170
kr-vs-kp, 15, 0.87591, 0.88992, 0.02, 0.86634
kr-vs-kp, 16, 0.86861, 0.87908, 0.02, 0.86947
kr-vs-kp, 17, 0.85610, 0.86832, 0.02, 0.87483
kr-vs-kp, 18, 0.85923, 0.87081, 0.02, 0.87349
kr-vs-kp, 19, 0.87278, 0.88201, 0.02, 0.86768
kr-vs-kp, 20, 0.86966, 0.88152, 0.02, 0.86902
lymph, 1, 0.75556, 0.80702, 0.01, 0.88350
lymph, 2, 0.80000, 0.76923, 0.00, 0.86408
lymph, 3, 0.80000, 0.82353, 0.01, 0.87379
lymph, 4, 0.62222, 0.66667, 0.00, 0.87379
lymph, 5, 0.86667, 0.90323, 0.01, 0.84466
lymph, 6, 0.80000, 0.83019, 0.01, 0.87379
lymph, 7, 0.77778, 0.80000, 0.01, 0.87379
lymph, 8, 0.77778, 0.79167, 0.00, 0.88350
lymph, 9, 0.82222, 0.85185, 0.00, 0.86408
lymph, 10, 0.75556, 0.78431, 0.00, 0.87379
lymph, 11, 0.84444, 0.82927, 0.00, 0.85437
lymph, 12, 0.84444, 0.88136, 0.01, 0.84466
lymph, 13, 0.77778, 0.80000, 0.01, 0.88350
lymph, 14, 0.73333, 0.72727, 0.00, 0.88350
lymph, 15, 0.80000, 0.82353, 0.00, 0.87379
lymph, 16, 0.75556, 0.76596, 0.01, 0.85437
lymph, 17, 0.71111, 0.62857, 0.00, 0.86408
lymph, 18, 0.80000, 0.85246, 0.00, 0.86408
lymph, 19, 0.73333, 0.78571, 0.00, 0.88350
lymph, 20, 0.62222, 0.69091, 0.01, 0.86408
ionosphere, 1, 0.92453, 0.93443, 0.42, 0.90204
ionosphere, 2, 0.88679, 0.91176, 0.37, 0.91837
ionosphere, 3, 0.94340, 0.96104, 0.40, 0.89388
ionosphere, 4, 0.87736, 0.89764, 0.38, 0.92245
ionosphere, 5, 0.92453, 0.94595, 0.38, 0.90204
ionosphere, 6, 0.94340, 0.95522, 0.41, 0.89388
ionosphere, 7, 0.79245, 0.84507, 0.39, 0.91020
ionosphere, 8, 0.92453, 0.94366, 0.38, 0.90204
ionosphere, 9, 0.89623, 0.92086, 0.37, 0.91429
ionosphere, 10, 0.87736, 0.90780, 0.36, 0.92245
ionosphere, 11, 0.93396, 0.94737, 0.41, 0.89796
ionosphere, 12, 0.90566, 0.92424, 0.38, 0.91020
ionosphere, 13, 0.88679, 0.90769, 0.37, 0.91837
ionosphere, 14, 0.89623, 0.92199, 0.37, 0.91429
ionosphere, 15, 0.87736, 0.91156, 0.36, 0.92245
ionosphere, 16, 0.88679, 0.91549, 0.36, 0.91837
ionosphere, 17, 0.91509, 0.93233, 0.38, 0.90612
ionosphere, 18, 0.88679, 0.91304, 0.37, 0.91837
ionosphere, 19, 0.90566, 0.93056, 0.38, 0.91020
ionosphere, 20, 0.93396, 0.95172, 0.41, 0.89796
soybean, 1, 0.87831, 0.51064, 0.00, 0.92744
soybean, 2, 0.91534, 0.55556, 0.00, 0.90023
soybean, 3, 0.92063, 0.34783, 0.00, 0.89796
soybean, 4, 0.89947, 0.51282, 0.00, 0.90703
soybean, 5, 0.89418, 0.37500, 0.00, 0.90930
soybean, 6, 0.89947, 0.55814, 0.01, 0.90476
soybean, 7, 0.93651, 0.60000, 0.01, 0.89116
soybean, 8, 0.89418, 0.44444, 0.00, 0.90703
soybean, 9, 0.87302, 0.33333, 0.00, 0.91837
soybean, 10, 0.93122, 0.51852, 0.00, 0.90476
soybean, 11, 0.88360, 0.47619, 0.00, 0.91383
soybean, 12, 0.91534, 0.65217, 0.00, 0.90023
soybean, 13, 0.90476, 0.50000, 0.01, 0.90476
soybean, 14, 0.92063, 0.51613, 0.00, 0.90930
soybean, 15, 0.91534, 0.57895, 0.00, 0.90023
soybean, 16, 0.92593, 0.56250, 0.00, 0.90703
soybean, 17, 0.92063, 0.57143, 0.00, 0.89796
soybean, 18, 0.89947, 0.38710, 0.00, 0.90703
soybean, 19, 0.88360, 0.47619, 0.00, 0.90703
soybean, 20, 0.89947, 0.45714, 0.00, 0.90703
hypothyroid, 1, 0.98154, 0.98997, 0.02, 0.97711
hypothyroid, 2, 0.97846, 0.98816, 0.03, 0.97843
hypothyroid, 3, 0.97538, 0.98646, 0.02, 0.97975
hypothyroid, 4, 0.97744, 0.98754, 0.02, 0.97887
hypothyroid, 5, 0.98154, 0.98980, 0.02, 0.97711
hypothyroid, 6, 0.97641, 0.98717, 0.03, 0.97931
hypothyroid, 7, 0.97641, 0.98683, 0.02, 0.97931
hypothyroid, 8, 0.97846, 0.98812, 0.02, 0.97843
hypothyroid, 9, 0.97744, 0.98756, 0.02, 0.97887
hypothyroid, 10, 0.98154, 0.98998, 0.02, 0.97711
hypothyroid, 11, 0.97436, 0.98552, 0.02, 0.98019
hypothyroid, 12, 0.97436, 0.98566, 0.02, 0.98019
hypothyroid, 13, 0.98154, 0.98994, 0.02, 0.97711
hypothyroid, 14, 0.98564, 0.99209, 0.03, 0.97535
hypothyroid, 15, 0.98051, 0.98927, 0.02, 0.97755
hypothyroid, 16, 0.97949, 0.98867, 0.02, 0.97799
hypothyroid, 17, 0.97744, 0.98770, 0.02, 0.97887
hypothyroid, 18, 0.98462, 0.99157, 0.02, 0.97579
hypothyroid, 19, 0.97333, 0.98531, 0.02, 0.98063
hypothyroid, 20, 0.97846, 0.98838, 0.02, 0.97843
vehicle, 1, 0.88976, 0.78125, 0.14, 0.91385
vehicle, 2, 0.90551, 0.82090, 0.13, 0.91047
vehicle, 3, 0.89764, 0.82192, 0.14, 0.91385
vehicle, 4, 0.89370, 0.80292, 0.13, 0.91554
vehicle, 5, 0.91732, 0.85517, 0.14, 0.90878
vehicle, 6, 0.88189, 0.75410, 0.13, 0.92061
vehicle, 7, 0.89370, 0.76923, 0.13, 0.91892
vehicle, 8, 0.90945, 0.82707, 0.14, 0.91216
vehicle, 9, 0.91732, 0.84892, 0.15, 0.90878
vehicle, 10, 0.92913, 0.83636, 0.14, 0.90372
vehicle, 11, 0.88189, 0.80769, 0.14, 0.92061
vehicle, 12, 0.90945, 0.84138, 0.14, 0.90878
vehicle, 13, 0.89370, 0.79070, 0.14, 0.91892
vehicle, 14, 0.90945, 0.81890, 0.14, 0.91216
vehicle, 15, 0.88583, 0.79137, 0.14, 0.90878
vehicle, 16, 0.91339, 0.83333, 0.14, 0.90709
vehicle, 17, 0.92520, 0.83478, 0.14, 0.90203
vehicle, 18, 0.88976, 0.80822, 0.14, 0.91723
vehicle, 19, 0.92520, 0.86525, 0.14, 0.90541
vehicle, 20, 0.91339, 0.83333, 0.15, 0.91047
primary-tumor, 1, 0.81188, 0.57778, 0.00, 0.82553
primary-tumor, 2, 0.86139, 0.61111, 0.00, 0.81277
primary-tumor, 3, 0.82178, 0.64000, 0.00, 0.82128
primary-tumor, 4, 0.82178, 0.47059, 0.00, 0.81702
primary-tumor, 5, 0.80198, 0.44444, 0.00, 0.83830
primary-tumor, 6, 0.78218, 0.45000, 0.00, 0.84681
primary-tumor, 7, 0.87129, 0.58065, 0.00, 0.80851
primary-tumor, 8, 0.79208, 0.53333, 0.00, 0.84255
primary-tumor, 9, 0.77228, 0.53061, 0.00, 0.84255
primary-tumor, 10, 0.80198, 0.52381, 0.00, 0.83830
primary-tumor, 11, 0.79208, 0.55319, 0.00, 0.84255
primary-tumor, 12, 0.79208, 0.40000, 0.00, 0.82979
primary-tumor, 13, 0.82178, 0.60870, 0.00, 0.82128
primary-tumor, 14, 0.74257, 0.23529, 0.00, 0.85106
primary-tumor, 15, 0.82178, 0.59091, 0.00, 0.82979
primary-tumor, 16, 0.86139, 0.56250, 0.00, 0.81277
primary-tumor, 17, 0.80198, 0.58333, 0.00, 0.83830
primary-tumor, 18, 0.75248, 0.48980, 0.00, 0.84681
primary-tumor, 19, 0.76238, 0.45455, 0.00, 0.84255
primary-tumor, 20, 0.74257, 0.50000, 0.00, 0.85532
australian-credit, 1, 0.84694, 0.84043, 0.04, 0.86871
australian-credit, 2, 0.85714, 0.86408, 0.04, 0.87090
australian-credit, 3, 0.85714, 0.85859, 0.03, 0.87090
australian-credit, 4, 0.85204, 0.85990, 0.04, 0.86871
australian-credit, 5, 0.87245, 0.87923, 0.03, 0.85777
australian-credit, 6, 0.83673, 0.82796, 0.03, 0.87527
australian-credit, 7, 0.85204, 0.85990, 0.03, 0.87309
australian-credit, 8, 0.83163, 0.83417, 0.04, 0.86871
australian-credit, 9, 0.85204, 0.85572, 0.03, 0.86871
australian-credit, 10, 0.88265, 0.88205, 0.03, 0.85120
australian-credit, 11, 0.83163, 0.84507, 0.03, 0.87527
australian-credit, 12, 0.82653, 0.82292, 0.04, 0.88403
australian-credit, 13, 0.86224, 0.86700, 0.04, 0.86652
australian-credit, 14, 0.85204, 0.84492, 0.03, 0.86871
australian-credit, 15, 0.87245, 0.87805, 0.03, 0.85996
australian-credit, 16, 0.83673, 0.83505, 0.03, 0.87309
australian-credit, 17, 0.85204, 0.85572, 0.03, 0.87090
australian-credit, 18, 0.83163, 0.83744, 0.03, 0.88184
australian-credit, 19, 0.87245, 0.88038, 0.03, 0.85996
australian-credit, 20, 0.83673, 0.84762, 0.03, 0.87527
anneal, 1, 0.86475, 0.92414, 0.02, 0.81690
anneal, 2, 0.83607, 0.90476, 0.02, 0.82218
anneal, 3, 0.82377, 0.89639, 0.02, 0.83099
anneal, 4, 0.85246, 0.91509, 0.02, 0.82218
anneal, 5, 0.85246, 0.91628, 0.01, 0.82218
anneal, 6, 0.81557, 0.89157, 0.02, 0.83275
anneal, 7, 0.82377, 0.89882, 0.02, 0.83451
anneal, 8, 0.81557, 0.89260, 0.01, 0.83627
anneal, 9, 0.81557, 0.89157, 0.02, 0.83275
anneal, 10, 0.80738, 0.88620, 0.02, 0.83627
anneal, 11, 0.80738, 0.88620, 0.02, 0.84155
anneal, 12, 0.84836, 0.91335, 0.01, 0.82394
anneal, 13, 0.81148, 0.88835, 0.02, 0.83979
anneal, 14, 0.82377, 0.89835, 0.01, 0.83099
anneal, 15, 0.79918, 0.87901, 0.01, 0.83979
anneal, 16, 0.83197, 0.90168, 0.01, 0.83099
anneal, 17, 0.83197, 0.90120, 0.01, 0.83099
anneal, 18, 0.79918, 0.88193, 0.01, 0.84507
anneal, 19, 0.82787, 0.90141, 0.02, 0.82746
anneal, 20, 0.82787, 0.90000, 0.02, 0.83275
hepatitis, 1, 0.83333, 0.89855, 0.01, 0.90526
hepatitis, 2, 0.85714, 0.91667, 0.01, 0.88421
hepatitis, 3, 0.83333, 0.90141, 0.01, 0.89474
hepatitis, 4, 0.73810, 0.83077, 0.01, 0.91579
hepatitis, 5, 0.85714, 0.92105, 0.01, 0.88421
hepatitis, 6, 0.76190, 0.85294, 0.01, 0.89474
hepatitis, 7, 0.85714, 0.91176, 0.01, 0.89474
hepatitis, 8, 0.83333, 0.90667, 0.01, 0.90526
hepatitis, 9, 0.83333, 0.90141, 0.01, 0.89474
hepatitis, 10, 0.85714, 0.91429, 0.01, 0.88421
hepatitis, 11, 0.83333, 0.89552, 0.01, 0.90526
hepatitis, 12, 0.85714, 0.91667, 0.01, 0.88421
hepatitis, 13, 0.88095, 0.92958, 0.01, 0.87368
hepatitis, 14, 0.90476, 0.94444, 0.01, 0.86316
hepatitis, 15, 0.78571, 0.86957, 0.01, 0.90526
hepatitis, 16, 0.78571, 0.85714, 0.01, 0.89474
hepatitis, 17, 0.78571, 0.86154, 0.01, 0.91579
hepatitis, 18, 0.85714, 0.90909, 0.01, 0.89474
hepatitis, 19, 0.85714, 0.91892, 0.01, 0.87368
hepatitis, 20, 0.80952, 0.88889, 0.01, 0.90526
audiology, 1, 0.96923, 0.92308, 0.00, 0.94040
audiology, 2, 0.93846, 0.88889, 0.00, 0.95364
audiology, 3, 0.93846, 0.88889, 0.00, 0.95364
audiology, 4, 0.96923, 0.94737, 0.00, 0.94040
audiology, 5, 0.93846, 0.90000, 0.01, 0.95364
audiology, 6, 0.92308, 0.87179, 0.00, 0.96026
audiology, 7, 0.96923, 0.93750, 0.00, 0.94040
audiology, 8, 0.90769, 0.85714, 0.00, 0.96689
audiology, 9, 0.92308, 0.82759, 0.00, 0.96026
audiology, 10, 0.93846, 0.84615, 0.00, 0.95364
audiology, 11, 0.93846, 0.89474, 0.00, 0.95364
audiology, 12, 0.93846, 0.88889, 0.01, 0.95364
audiology, 13, 0.92308, 0.84848, 0.00, 0.96026
audiology, 14, 0.92308, 0.83871, 0.00, 0.96026
audiology, 15, 0.95385, 0.92683, 0.00, 0.94702
audiology, 16, 0.90769, 0.85000, 0.00, 0.96689
audiology, 17, 0.96923, 0.93750, 0.00, 0.94040
audiology, 18, 0.89231, 0.77419, 0.00, 0.97351
audiology, 19, 0.90769, 0.83333, 0.00, 0.96689
audiology, 20, 0.90769, 0.84211, 0.00, 0.96689
heart-cleveland, 1, 0.75281, 0.76596, 0.02, 0.80676
heart-cleveland, 2, 0.74157, 0.76768, 0.02, 0.81159
heart-cleveland, 3, 0.71910, 0.75248, 0.02, 0.82126
heart-cleveland, 4, 0.69663, 0.76522, 0.02, 0.80676
heart-cleveland, 5, 0.71910, 0.76636, 0.02, 0.83092
heart-cleveland, 6, 0.73034, 0.73333, 0.02, 0.82126
heart-cleveland, 7, 0.71910, 0.74747, 0.02, 0.82609
heart-cleveland, 8, 0.79775, 0.83019, 0.02, 0.79227
heart-cleveland, 9, 0.73034, 0.75000, 0.02, 0.82126
heart-cleveland, 10, 0.73034, 0.72727, 0.02, 0.81643
heart-cleveland, 11, 0.74157, 0.77670, 0.02, 0.81643
heart-cleveland, 12, 0.69663, 0.73786, 0.02, 0.82126
heart-cleveland, 13, 0.69663, 0.71579, 0.02, 0.80676
heart-cleveland, 14, 0.75281, 0.78000, 0.02, 0.80676
heart-cleveland, 15, 0.79775, 0.83333, 0.02, 0.79710
heart-cleveland, 16, 0.76404, 0.79612, 0.02, 0.81159
heart-cleveland, 17, 0.69663, 0.71579, 0.02, 0.80676
heart-cleveland, 18, 0.69663, 0.73786, 0.02, 0.80676
heart-cleveland, 19, 0.77528, 0.77778, 0.02, 0.80676
heart-cleveland, 20, 0.75281, 0.77551, 0.02, 0.81159
tic-tac-toe, 1, 0.65972, 0.72778, 0.00, 0.71791
tic-tac-toe, 2, 0.68403, 0.78689, 0.00, 0.71493
tic-tac-toe, 3, 0.68056, 0.78505, 0.00, 0.71642
tic-tac-toe, 4, 0.62153, 0.74827, 0.00, 0.71940
tic-tac-toe, 5, 0.70139, 0.79621, 0.00, 0.70746
tic-tac-toe, 6, 0.65278, 0.73404, 0.00, 0.72090
tic-tac-toe, 7, 0.68403, 0.78282, 0.00, 0.71493
tic-tac-toe, 8, 0.66319, 0.74271, 0.00, 0.71642
tic-tac-toe, 9, 0.67708, 0.77037, 0.00, 0.71791
tic-tac-toe, 10, 0.67361, 0.74317, 0.00, 0.71343
tic-tac-toe, 11, 0.65972, 0.73797, 0.00, 0.71940
tic-tac-toe, 12, 0.68403, 0.76486, 0.00, 0.70896
tic-tac-toe, 13, 0.66667, 0.77033, 0.00, 0.72239
tic-tac-toe, 14, 0.65625, 0.72877, 0.00, 0.71493
tic-tac-toe, 15, 0.67708, 0.77910, 0.00, 0.71791
tic-tac-toe, 16, 0.69792, 0.77749, 0.00, 0.70149
tic-tac-toe, 17, 0.68056, 0.75532, 0.00, 0.70896
tic-tac-toe, 18, 0.70486, 0.79810, 0.00, 0.70597
tic-tac-toe, 19, 0.67361, 0.77512, 0.00, 0.71940
tic-tac-toe, 20, 0.67014, 0.74255, 0.00, 0.71343
breast-wisconsin, 1, 0.93659, 0.94606, 0.03, 0.97699
breast-wisconsin, 2, 0.95122, 0.96154, 0.03, 0.97490
breast-wisconsin, 3, 0.95122, 0.96000, 0.03, 0.96234
