
name, batch, dl_accu, dl_f1, dl_time_elapsed, dl_accu_train 
pendigits, 20, 0.99022, 0.95547, 89.86, 0.99428
yeast, 1, 0.71973, 0.41315, 3.12, 0.72929
yeast, 2, 0.69731, 0.42060, 3.17, 0.73121
yeast, 3, 0.68834, 0.51568, 3.07, 0.74374
yeast, 4, 0.70852, 0.47154, 2.98, 0.73603
yeast, 5, 0.71525, 0.41475, 3.12, 0.71965
yeast, 6, 0.69283, 0.43154, 3.04, 0.73410
yeast, 7, 0.69283, 0.43621, 3.16, 0.73025
yeast, 8, 0.65471, 0.33621, 3.23, 0.74759
yeast, 9, 0.69507, 0.37615, 2.91, 0.73603
yeast, 10, 0.66816, 0.48611, 3.21, 0.74277
yeast, 11, 0.69058, 0.42975, 3.10, 0.74374
yeast, 12, 0.69283, 0.43154, 2.95, 0.73218
yeast, 13, 0.69058, 0.41525, 3.09, 0.73603
yeast, 14, 0.66143, 0.38866, 2.84, 0.74855
yeast, 15, 0.69731, 0.36620, 3.13, 0.73507
yeast, 16, 0.69507, 0.38182, 3.20, 0.73892
yeast, 17, 0.67489, 0.27136, 3.12, 0.73025
yeast, 18, 0.69283, 0.38009, 3.06, 0.74085
yeast, 19, 0.71749, 0.51538, 3.23, 0.72640
yeast, 20, 0.68610, 0.44000, 3.17, 0.73603
splice-1, 1, 0.92163, 0.92537, 52.35, 0.93283
splice-1, 2, 0.93521, 0.93246, 50.47, 0.92700
splice-1, 3, 0.92581, 0.92673, 55.70, 0.93103
splice-1, 4, 0.91536, 0.91374, 56.61, 0.92969
splice-1, 5, 0.91641, 0.91786, 53.90, 0.93506
splice-1, 6, 0.93939, 0.93750, 48.73, 0.92521
splice-1, 7, 0.92894, 0.92255, 47.69, 0.92969
splice-1, 8, 0.92372, 0.92193, 54.58, 0.93193
splice-1, 9, 0.92268, 0.92128, 52.32, 0.93238
splice-1, 10, 0.93626, 0.93652, 48.15, 0.92656
splice-1, 11, 0.93208, 0.93222, 49.58, 0.92835
splice-1, 12, 0.93835, 0.93886, 50.74, 0.92566
splice-1, 13, 0.92685, 0.92424, 53.70, 0.93059
splice-1, 14, 0.91954, 0.91920, 50.61, 0.93372
splice-1, 15, 0.91745, 0.91366, 50.04, 0.92880
splice-1, 16, 0.92894, 0.92812, 48.16, 0.92969
splice-1, 17, 0.92476, 0.92174, 48.81, 0.93148
splice-1, 18, 0.90909, 0.90755, 53.77, 0.93820
splice-1, 19, 0.91745, 0.91847, 56.58, 0.93462
splice-1, 20, 0.93417, 0.93389, 50.26, 0.92745
mushroom, 1, 0.99877, 0.99885, 4.38, 0.99912
mushroom, 2, 1.00000, 1.00000, 4.47, 0.99859
mushroom, 3, 0.99877, 0.99884, 4.74, 0.99912
mushroom, 4, 0.99877, 0.99881, 4.76, 0.99912
mushroom, 5, 0.99918, 0.99920, 4.61, 0.99894
mushroom, 6, 0.99918, 0.99922, 4.17, 0.99894
mushroom, 7, 0.99877, 0.99879, 4.40, 0.99912
mushroom, 8, 0.99918, 0.99923, 4.75, 0.99894
mushroom, 9, 0.99795, 0.99805, 4.76, 0.99947
mushroom, 10, 0.99877, 0.99880, 4.30, 0.99912
mushroom, 11, 0.99836, 0.99841, 4.42, 0.99930
mushroom, 12, 0.99836, 0.99839, 4.43, 0.99930
mushroom, 13, 0.99918, 0.99919, 4.36, 0.99894
mushroom, 14, 0.99918, 0.99920, 4.67, 0.99894
mushroom, 15, 0.99877, 0.99880, 4.34, 0.99912
mushroom, 16, 0.99836, 0.99846, 4.29, 0.99930
mushroom, 17, 0.99877, 0.99881, 4.16, 0.99912
mushroom, 18, 0.99877, 0.99880, 4.39, 0.99912
mushroom, 19, 0.99795, 0.99802, 4.06, 0.99947
mushroom, 20, 0.99836, 0.99842, 4.39, 0.99930
zoo-1, 1, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 2, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 3, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 4, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 5, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 6, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 7, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 8, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 9, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 10, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 11, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 12, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 13, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 14, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 15, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 16, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 17, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 18, 0.90323, 0.89655, 0.00, 1.00000
zoo-1, 19, 1.00000, 1.00000, 0.00, 1.00000
zoo-1, 20, 1.00000, 1.00000, 0.00, 1.00000
diabetes, 1, 0.73593, 0.81459, 5.39, 0.79702
diabetes, 2, 0.77922, 0.83601, 5.51, 0.78957
diabetes, 3, 0.74026, 0.80392, 5.45, 0.79143
diabetes, 4, 0.75758, 0.82278, 5.52, 0.78771
diabetes, 5, 0.73160, 0.79870, 5.28, 0.79702
diabetes, 6, 0.76623, 0.83537, 5.52, 0.78399
diabetes, 7, 0.73593, 0.80386, 5.41, 0.80261
diabetes, 8, 0.69697, 0.78125, 5.29, 0.80074
diabetes, 9, 0.80087, 0.85714, 5.66, 0.77840
diabetes, 10, 0.70130, 0.76451, 5.32, 0.80447
diabetes, 11, 0.71429, 0.79755, 5.42, 0.80074
diabetes, 12, 0.73160, 0.79333, 5.32, 0.79702
diabetes, 13, 0.75758, 0.83234, 5.51, 0.79143
diabetes, 14, 0.72294, 0.78808, 5.21, 0.79702
diabetes, 15, 0.74026, 0.79021, 5.76, 0.80261
diabetes, 16, 0.70996, 0.79880, 5.43, 0.81006
diabetes, 17, 0.75325, 0.82132, 5.44, 0.78585
diabetes, 18, 0.70996, 0.78997, 5.55, 0.80633
diabetes, 19, 0.74026, 0.80892, 5.36, 0.79143
diabetes, 20, 0.71429, 0.78431, 5.41, 0.81192
segment, 1, 0.99567, 0.98537, 1.27, 1.00000
segment, 2, 0.99856, 0.99482, 17.54, 0.99938
segment, 3, 0.99423, 0.98198, 16.27, 0.99938
segment, 4, 0.99856, 0.99482, 16.11, 0.99938
segment, 5, 0.99711, 0.99000, 15.85, 1.00000
segment, 6, 0.99711, 0.99038, 17.29, 0.99938
segment, 7, 0.98846, 0.96190, 0.19, 1.00000
segment, 8, 1.00000, 1.00000, 18.76, 0.99876
segment, 9, 0.99567, 0.98522, 16.58, 0.99938
segment, 10, 0.99711, 0.98864, 1.45, 1.00000
segment, 11, 0.99711, 0.98765, 17.22, 0.99938
segment, 12, 0.99567, 0.98701, 16.34, 0.99938
segment, 13, 0.99711, 0.99099, 17.57, 0.99938
segment, 14, 0.99278, 0.97462, 16.90, 0.99938
segment, 15, 0.99567, 0.98343, 16.32, 0.99938
segment, 16, 0.99711, 0.98876, 1.18, 1.00000
segment, 17, 0.99567, 0.98286, 15.32, 1.00000
segment, 18, 0.99423, 0.98039, 0.72, 1.00000
segment, 19, 0.99711, 0.98990, 16.92, 0.99938
segment, 20, 0.99711, 0.99057, 16.52, 0.99938
vote, 1, 0.94656, 0.95541, 0.16, 0.97697
vote, 2, 0.97710, 0.98225, 0.19, 0.96382
vote, 3, 0.95420, 0.95946, 0.17, 0.96711
vote, 4, 0.93893, 0.94286, 0.16, 0.97039
vote, 5, 0.95420, 0.96250, 0.17, 0.97039
vote, 6, 0.95420, 0.96203, 0.15, 0.97039
vote, 7, 0.91603, 0.93567, 0.16, 0.97697
vote, 8, 0.91603, 0.93252, 0.14, 0.97697
vote, 9, 0.93893, 0.95062, 0.16, 0.97697
vote, 10, 0.95420, 0.96053, 0.15, 0.97697
vote, 11, 0.93130, 0.94675, 0.15, 0.98026
vote, 12, 0.94656, 0.95808, 0.15, 0.97039
vote, 13, 0.94656, 0.95758, 0.19, 0.97039
vote, 14, 0.92366, 0.93333, 0.15, 0.98026
vote, 15, 0.95420, 0.96629, 0.15, 0.97697
vote, 16, 0.94656, 0.95706, 0.14, 0.97697
vote, 17, 0.93893, 0.95294, 0.16, 0.97697
vote, 18, 0.93130, 0.94737, 0.13, 0.98026
vote, 19, 0.94656, 0.95652, 0.16, 0.97368
vote, 20, 0.94656, 0.95954, 0.16, 0.97368
kr-vs-kp, 1, 0.93848, 0.94221, 1.24, 0.93786
kr-vs-kp, 2, 0.94265, 0.94797, 1.31, 0.93608
kr-vs-kp, 3, 0.93848, 0.94288, 1.27, 0.93786
kr-vs-kp, 4, 0.92701, 0.92872, 1.16, 0.94233
kr-vs-kp, 5, 0.93743, 0.94275, 1.23, 0.93786
kr-vs-kp, 6, 0.94369, 0.94685, 1.27, 0.93563
kr-vs-kp, 7, 0.92909, 0.93645, 1.46, 0.94144
kr-vs-kp, 8, 0.94056, 0.94556, 1.57, 0.93697
kr-vs-kp, 9, 0.94056, 0.94658, 1.56, 0.93652
kr-vs-kp, 10, 0.93431, 0.93878, 1.38, 0.93920
kr-vs-kp, 11, 0.92388, 0.92864, 1.26, 0.94412
kr-vs-kp, 12, 0.94161, 0.94553, 1.29, 0.93608
kr-vs-kp, 13, 0.94473, 0.94789, 1.29, 0.93473
kr-vs-kp, 14, 0.92179, 0.92891, 1.23, 0.94457
kr-vs-kp, 15, 0.94682, 0.95273, 1.34, 0.93429
kr-vs-kp, 16, 0.93118, 0.93580, 1.20, 0.94099
kr-vs-kp, 17, 0.94056, 0.94545, 1.33, 0.93697
kr-vs-kp, 18, 0.93326, 0.93846, 1.21, 0.93965
kr-vs-kp, 19, 0.93639, 0.93978, 1.38, 0.93831
kr-vs-kp, 20, 0.93639, 0.94151, 1.21, 0.93876
ionosphere, 1, 0.82075, 0.86131, 512.87, 0.95102
ionosphere, 2, 0.85849, 0.89051, 226.21, 0.94694
ionosphere, 3, 0.90566, 0.93750, 277.30, 0.93878
ionosphere, 4, 0.83019, 0.86154, 224.76, 0.95510
ionosphere, 5, 0.85849, 0.90566, 242.15, 0.93469
ionosphere, 6, 0.88679, 0.91549, 232.16, 0.93878
ionosphere, 7, 0.82075, 0.86131, 192.02, 0.95918
ionosphere, 8, 0.86792, 0.90000, 227.44, 0.93878
ionosphere, 9, 0.87736, 0.91034, 237.43, 0.94286
ionosphere, 10, 0.89623, 0.92308, 200.70, 0.95510
ionosphere, 11, 0.91509, 0.93431, 209.53, 0.94694
ionosphere, 12, 0.90566, 0.92647, 221.10, 0.94286
ionosphere, 13, 0.85849, 0.88889, 217.71, 0.94694
ionosphere, 14, 0.87736, 0.90909, 189.98, 0.95510
ionosphere, 15, 0.87736, 0.91034, 206.95, 0.95102
ionosphere, 16, 0.87736, 0.91275, 215.68, 0.95102
ionosphere, 17, 0.88679, 0.91304, 230.99, 0.94286
ionosphere, 18, 0.83962, 0.88112, 193.76, 0.96327
ionosphere, 19, 0.86792, 0.90789, 220.22, 0.95102
ionosphere, 20, 0.84906, 0.89333, 221.14, 0.94286
lymph, 1, 0.86667, 0.88462, 0.18, 0.93204
lymph, 2, 0.86667, 0.85714, 0.18, 0.92233
lymph, 3, 0.73333, 0.77778, 0.22, 0.93204
lymph, 4, 0.77778, 0.82759, 0.21, 0.91262
lymph, 5, 0.84444, 0.88889, 0.22, 0.91262
lymph, 6, 0.73333, 0.75000, 0.19, 0.95146
lymph, 7, 0.88889, 0.88889, 0.21, 0.92233
lymph, 8, 0.82222, 0.84615, 0.19, 0.92233
lymph, 9, 0.84444, 0.86275, 0.20, 0.92233
lymph, 10, 0.75556, 0.80000, 0.18, 0.93204
lymph, 11, 0.88889, 0.87805, 0.18, 0.92233
lymph, 12, 0.84444, 0.87273, 0.23, 0.92233
lymph, 13, 0.80000, 0.81633, 0.21, 0.94175
lymph, 14, 0.75556, 0.74419, 0.20, 0.93204
lymph, 15, 0.75556, 0.78431, 0.18, 0.92233
lymph, 16, 0.77778, 0.79167, 0.17, 0.92233
lymph, 17, 0.80000, 0.74286, 0.18, 0.92233
lymph, 18, 0.84444, 0.87273, 0.21, 0.92233
lymph, 19, 0.64444, 0.66667, 0.22, 0.94175
lymph, 20, 0.77778, 0.80769, 0.21, 0.93204
soybean, 1, 0.91534, 0.70370, 0.14, 0.95465
soybean, 2, 0.93122, 0.76364, 0.15, 0.95238
soybean, 3, 0.96296, 0.80000, 0.15, 0.93878
soybean, 4, 0.94180, 0.81967, 0.16, 0.94785
soybean, 5, 0.94709, 0.80000, 0.17, 0.94558
soybean, 6, 0.93651, 0.76923, 0.17, 0.94331
soybean, 7, 0.93651, 0.73913, 0.16, 0.94558
soybean, 8, 0.92593, 0.76667, 0.15, 0.94785
soybean, 9, 0.92063, 0.73684, 0.15, 0.95692
soybean, 10, 0.95238, 0.80000, 0.13, 0.95465
soybean, 11, 0.92593, 0.78788, 0.16, 0.95465
soybean, 12, 0.94180, 0.83582, 0.16, 0.94785
soybean, 13, 0.95238, 0.83636, 0.17, 0.94331
soybean, 14, 0.97354, 0.89362, 0.16, 0.94558
soybean, 15, 0.95767, 0.85185, 0.16, 0.94104
soybean, 16, 0.95238, 0.80851, 0.14, 0.95465
soybean, 17, 0.93651, 0.77778, 0.15, 0.95011
soybean, 18, 0.94709, 0.80769, 0.15, 0.94558
soybean, 19, 0.93122, 0.80000, 0.18, 0.94558
soybean, 20, 0.93651, 0.76000, 0.15, 0.95011
hypothyroid, 1, 0.98462, 0.99166, 2.51, 0.97931
hypothyroid, 2, 0.97846, 0.98817, 2.30, 0.98195
hypothyroid, 3, 0.97538, 0.98647, 2.25, 0.98239
hypothyroid, 4, 0.97231, 0.98467, 1.92, 0.98371
hypothyroid, 5, 0.98256, 0.99036, 2.06, 0.98019
hypothyroid, 6, 0.97744, 0.98771, 2.14, 0.98239
hypothyroid, 7, 0.97641, 0.98680, 1.95, 0.98283
hypothyroid, 8, 0.98051, 0.98921, 2.08, 0.98107
hypothyroid, 9, 0.97846, 0.98810, 2.00, 0.98195
hypothyroid, 10, 0.98051, 0.98943, 2.30, 0.98107
hypothyroid, 11, 0.97538, 0.98610, 2.29, 0.98327
hypothyroid, 12, 0.97333, 0.98509, 2.18, 0.98415
hypothyroid, 13, 0.97744, 0.98770, 2.32, 0.98019
hypothyroid, 14, 0.98872, 0.99380, 2.38, 0.97755
hypothyroid, 15, 0.97846, 0.98813, 2.09, 0.98195
hypothyroid, 16, 0.97333, 0.98526, 2.14, 0.98327
hypothyroid, 17, 0.97846, 0.98826, 2.08, 0.98195
hypothyroid, 18, 0.98564, 0.99211, 2.40, 0.97887
hypothyroid, 19, 0.97538, 0.98647, 1.95, 0.98327
hypothyroid, 20, 0.97744, 0.98779, 1.90, 0.98239
primary-tumor, 1, 0.87129, 0.71111, 0.06, 0.85957
primary-tumor, 2, 0.89109, 0.74419, 0.07, 0.83830
primary-tumor, 3, 0.84158, 0.66667, 0.06, 0.87234
primary-tumor, 4, 0.88119, 0.68421, 0.07, 0.85532
primary-tumor, 5, 0.86139, 0.61111, 0.07, 0.86383
primary-tumor, 6, 0.81188, 0.53659, 0.06, 0.87234
primary-tumor, 7, 0.89109, 0.71795, 0.06, 0.85106
primary-tumor, 8, 0.85149, 0.65116, 0.06, 0.86809
primary-tumor, 9, 0.81188, 0.57778, 0.05, 0.88085
primary-tumor, 10, 0.78218, 0.47619, 0.06, 0.86809
primary-tumor, 11, 0.82178, 0.64000, 0.06, 0.88085
primary-tumor, 12, 0.85149, 0.61538, 0.07, 0.86809
primary-tumor, 13, 0.85149, 0.69388, 0.07, 0.84681
primary-tumor, 14, 0.84158, 0.60000, 0.06, 0.87234
primary-tumor, 15, 0.81188, 0.62745, 0.06, 0.87660
primary-tumor, 16, 0.90099, 0.64286, 0.06, 0.84681
primary-tumor, 17, 0.86139, 0.69565, 0.06, 0.86383
primary-tumor, 18, 0.82178, 0.66667, 0.06, 0.86809
primary-tumor, 19, 0.82178, 0.60870, 0.06, 0.88085
primary-tumor, 20, 0.78218, 0.52174, 0.05, 0.89787
vehicle, 1, 0.96063, 0.92754, 36.20, 0.96284
vehicle, 2, 0.95669, 0.91729, 34.27, 0.96959
vehicle, 3, 0.96850, 0.94521, 36.28, 0.96622
vehicle, 4, 0.95669, 0.91200, 33.92, 0.96791
vehicle, 5, 0.95669, 0.92715, 32.73, 0.97128
vehicle, 6, 0.92520, 0.82883, 29.52, 0.97466
vehicle, 7, 0.93701, 0.86885, 32.17, 0.97128
vehicle, 8, 0.97244, 0.94815, 34.44, 0.96453
vehicle, 9, 0.97244, 0.95035, 33.81, 0.96453
vehicle, 10, 0.96457, 0.92308, 31.88, 0.96791
vehicle, 11, 0.91339, 0.85135, 32.02, 0.96959
vehicle, 12, 0.96457, 0.93706, 32.85, 0.96791
vehicle, 13, 0.95669, 0.91473, 32.64, 0.97128
vehicle, 14, 0.95276, 0.90625, 34.40, 0.97297
vehicle, 15, 0.95669, 0.92086, 34.10, 0.96959
vehicle, 16, 0.96457, 0.92562, 34.01, 0.96622
vehicle, 17, 0.97244, 0.93805, 33.92, 0.96453
vehicle, 18, 0.95276, 0.91176, 35.27, 0.97297
vehicle, 19, 0.95276, 0.90769, 33.57, 0.96453
vehicle, 20, 0.96457, 0.93525, 33.81, 0.96791
australian-credit, 1, 0.87245, 0.87562, 4.59, 0.89278
australian-credit, 2, 0.82143, 0.83254, 4.40, 0.89497
australian-credit, 3, 0.83163, 0.84651, 4.56, 0.88840
australian-credit, 4, 0.85714, 0.87719, 4.74, 0.88840
australian-credit, 5, 0.89286, 0.90498, 4.78, 0.88403
australian-credit, 6, 0.85714, 0.86408, 4.57, 0.89278
australian-credit, 7, 0.85714, 0.87156, 4.46, 0.89934
australian-credit, 8, 0.84184, 0.84577, 4.46, 0.89278
australian-credit, 9, 0.87245, 0.88263, 4.67, 0.88840
australian-credit, 10, 0.88776, 0.89720, 4.44, 0.88621
australian-credit, 11, 0.84184, 0.85845, 4.44, 0.88840
australian-credit, 12, 0.83163, 0.83417, 4.51, 0.89934
australian-credit, 13, 0.80612, 0.81731, 4.76, 0.88184
australian-credit, 14, 0.86224, 0.86432, 4.29, 0.89716
australian-credit, 15, 0.87245, 0.88152, 4.71, 0.88184
australian-credit, 16, 0.85714, 0.86667, 4.89, 0.89934
australian-credit, 17, 0.84184, 0.85446, 4.78, 0.89934
australian-credit, 18, 0.83163, 0.84211, 4.72, 0.89497
australian-credit, 19, 0.88265, 0.89686, 4.76, 0.87965
australian-credit, 20, 0.83163, 0.84211, 4.47, 0.89059
anneal, 1, 0.87295, 0.92346, 1.12, 0.85211
anneal, 2, 0.85656, 0.91315, 1.23, 0.86268
anneal, 3, 0.86885, 0.91960, 1.20, 0.85915
anneal, 4, 0.88934, 0.93399, 1.16, 0.85035
anneal, 5, 0.86066, 0.91237, 1.09, 0.85739
anneal, 6, 0.88115, 0.92732, 1.18, 0.85387
anneal, 7, 0.82787, 0.88889, 1.11, 0.86092
anneal, 8, 0.86066, 0.91414, 1.17, 0.86092
anneal, 9, 0.82787, 0.88889, 1.06, 0.86092
anneal, 10, 0.81557, 0.88372, 1.19, 0.86444
anneal, 11, 0.83607, 0.89848, 1.08, 0.87324
anneal, 12, 0.87295, 0.92308, 1.07, 0.85739
anneal, 13, 0.82377, 0.89487, 1.20, 0.86620
anneal, 14, 0.82377, 0.89003, 1.06, 0.87324
anneal, 15, 0.81557, 0.88432, 1.12, 0.88204
anneal, 16, 0.80738, 0.87855, 1.07, 0.88028
anneal, 17, 0.85246, 0.91000, 1.09, 0.86620
anneal, 18, 0.84016, 0.90226, 1.23, 0.87148
anneal, 19, 0.84426, 0.90732, 1.12, 0.86972
anneal, 20, 0.86885, 0.92000, 1.25, 0.85915
hepatitis, 1, 0.69048, 0.80597, 0.42, 0.93684
hepatitis, 2, 0.85714, 0.91176, 0.49, 0.92632
hepatitis, 3, 0.80952, 0.88889, 0.43, 0.92632
hepatitis, 4, 0.76190, 0.84848, 0.41, 0.94737
hepatitis, 5, 0.85714, 0.92105, 0.45, 0.92632
hepatitis, 6, 0.76190, 0.85294, 0.52, 0.92632
hepatitis, 7, 0.80952, 0.87879, 0.54, 0.90526
hepatitis, 8, 0.83333, 0.90411, 0.41, 0.93684
hepatitis, 9, 0.78571, 0.86567, 0.47, 0.92632
hepatitis, 10, 0.85714, 0.91429, 0.50, 0.91579
hepatitis, 11, 0.78571, 0.86957, 0.47, 0.92632
hepatitis, 12, 0.90476, 0.94444, 0.50, 0.91579
hepatitis, 13, 0.83333, 0.90141, 0.52, 0.91579
hepatitis, 14, 0.85714, 0.91667, 0.57, 0.89474
hepatitis, 15, 0.69048, 0.80000, 0.42, 0.93684
hepatitis, 16, 0.83333, 0.88889, 0.50, 0.91579
hepatitis, 17, 0.69048, 0.79365, 0.43, 0.93684
hepatitis, 18, 0.78571, 0.86957, 0.50, 0.92632
hepatitis, 19, 0.83333, 0.90411, 0.54, 0.90526
hepatitis, 20, 0.80952, 0.88235, 0.45, 0.92632
audiology, 1, 0.92308, 0.81481, 0.18, 0.96689
audiology, 2, 0.92308, 0.83871, 0.16, 0.96689
audiology, 3, 0.92308, 0.86486, 0.15, 0.97351
audiology, 4, 0.95385, 0.92308, 0.14, 0.96026
audiology, 5, 0.95385, 0.91892, 0.16, 0.97351
audiology, 6, 0.93846, 0.89474, 0.11, 0.98013
audiology, 7, 0.95385, 0.90323, 0.21, 0.96026
audiology, 8, 0.89231, 0.82927, 0.19, 0.98013
audiology, 9, 0.93846, 0.84615, 0.15, 0.98013
audiology, 10, 0.92308, 0.81481, 0.17, 0.96689
audiology, 11, 0.96923, 0.94444, 0.18, 0.96689
audiology, 12, 0.92308, 0.85714, 0.20, 0.97351
audiology, 13, 0.90769, 0.82353, 0.18, 0.97351
audiology, 14, 0.89231, 0.74074, 0.14, 0.98013
audiology, 15, 0.92308, 0.86486, 0.15, 0.96689
audiology, 16, 0.90769, 0.85000, 0.08, 0.99338
audiology, 17, 0.92308, 0.84848, 0.17, 0.96689
audiology, 18, 0.90769, 0.76923, 0.15, 0.98013
audiology, 19, 0.89231, 0.78788, 0.16, 0.98013
audiology, 20, 0.93846, 0.88889, 0.15, 0.98013
heart-cleveland, 1, 0.76404, 0.79208, 2.02, 0.87923
heart-cleveland, 2, 0.79775, 0.82000, 2.02, 0.86957
heart-cleveland, 3, 0.69663, 0.75676, 2.03, 0.87440
heart-cleveland, 4, 0.78652, 0.82243, 2.01, 0.86473
heart-cleveland, 5, 0.78652, 0.80412, 1.86, 0.87923
heart-cleveland, 6, 0.77528, 0.79167, 1.93, 0.86957
heart-cleveland, 7, 0.76404, 0.78788, 1.88, 0.87923
heart-cleveland, 8, 0.79775, 0.81633, 1.98, 0.85507
heart-cleveland, 9, 0.71910, 0.75248, 1.93, 0.87923
heart-cleveland, 10, 0.80899, 0.82105, 1.83, 0.87923
heart-cleveland, 11, 0.75281, 0.77551, 1.91, 0.86957
heart-cleveland, 12, 0.76404, 0.79208, 1.73, 0.88406
heart-cleveland, 13, 0.78652, 0.82243, 1.77, 0.86957
heart-cleveland, 14, 0.80899, 0.81720, 1.98, 0.86957
heart-cleveland, 15, 0.77528, 0.81818, 1.94, 0.85024
heart-cleveland, 16, 0.70787, 0.72917, 1.88, 0.87923
heart-cleveland, 17, 0.71910, 0.75248, 1.92, 0.86957
heart-cleveland, 18, 0.77528, 0.76190, 2.06, 0.85990
heart-cleveland, 19, 0.76404, 0.73418, 2.01, 0.88406
heart-cleveland, 20, 0.77528, 0.77778, 2.03, 0.87440
tic-tac-toe, 1, 0.72569, 0.78356, 0.08, 0.79403
tic-tac-toe, 2, 0.73611, 0.80105, 0.08, 0.79104
tic-tac-toe, 3, 0.73611, 0.79787, 0.07, 0.79104
tic-tac-toe, 4, 0.70486, 0.76454, 0.07, 0.79851
tic-tac-toe, 5, 0.73611, 0.80905, 0.07, 0.79104
tic-tac-toe, 6, 0.73264, 0.78788, 0.07, 0.78657
tic-tac-toe, 7, 0.72222, 0.77901, 0.08, 0.79104
tic-tac-toe, 8, 0.72917, 0.79365, 0.07, 0.79403
tic-tac-toe, 9, 0.74306, 0.80214, 0.08, 0.78806
tic-tac-toe, 10, 0.72917, 0.78919, 0.07, 0.78806
tic-tac-toe, 11, 0.72917, 0.77841, 0.07, 0.79254
tic-tac-toe, 12, 0.74653, 0.80429, 0.07, 0.78657
tic-tac-toe, 13, 0.73611, 0.80905, 0.07, 0.79104
tic-tac-toe, 14, 0.72569, 0.80590, 0.07, 0.79552
tic-tac-toe, 15, 0.71528, 0.77717, 0.07, 0.79851
tic-tac-toe, 16, 0.71875, 0.78515, 0.07, 0.79254
tic-tac-toe, 17, 0.75694, 0.81383, 0.07, 0.78060
tic-tac-toe, 18, 0.76042, 0.81096, 0.07, 0.78060
tic-tac-toe, 19, 0.72569, 0.78356, 0.08, 0.78955
tic-tac-toe, 20, 0.75347, 0.81266, 0.07, 0.78358
breast-wisconsin, 1, 0.93659, 0.94650, 2.92, 0.98745
breast-wisconsin, 2, 0.95122, 0.96124, 2.74, 0.98536
breast-wisconsin, 3, 0.96098, 0.96774, 3.24, 0.97699
