name, batch, bs_accu, bs_f1, bs_auc, bs_cpu, bs_nleaves, bs_depth, bs_accu_train 
audiology, 17, 0.93846, 0.875, 0.97577, 0.52, 4, 2, 0.99338
audiology, 18, 0.89231, 0.77419, 0.95518, 0.51, 4, 2, 0.98013
audiology, 19, 0.89231, 0.81081, 0.9273, 0.58, 4, 2, 0.97351
audiology, 20, 0.92308, 0.84848, 0.95508, 0.51, 4, 2, 0.98675
australian-credit, 1, 0.85204, 0.84656, 0.91305, 3.8, 4, 2, 0.94311
australian-credit, 2, 0.85204, 0.85714, 0.91996, 3.8, 4, 2, 0.94967
australian-credit, 3, 0.85714, 0.85859, 0.89727, 3.7, 4, 2, 0.94967
australian-credit, 4, 0.85714, 0.86916, 0.90645, 3.4, 4, 2, 0.95405
australian-credit, 5, 0.88776, 0.89423, 0.91216, 3.9, 4, 2, 0.96061
australian-credit, 6, 0.84694, 0.83871, 0.89338, 3.9, 4, 2, 0.94092
australian-credit, 7, 0.85714, 0.86275, 0.87883, 3.6, 4, 2, 0.95405
australian-credit, 8, 0.84694, 0.85149, 0.89193, 4.1, 4, 2, 0.9453
australian-credit, 9, 0.84184, 0.84729, 0.90234, 3.9, 4, 2, 0.95186
australian-credit, 10, 0.90306, 0.9064, 0.92264, 4.2, 4, 2, 0.9453
australian-credit, 11, 0.84184, 0.85446, 0.89381, 4.1, 4, 2, 0.9453
australian-credit, 12, 0.80102, 0.8, 0.86569, 3.9, 4, 2, 0.95186
australian-credit, 13, 0.85714, 0.86667, 0.91044, 4.6, 4, 2, 0.93873
australian-credit, 14, 0.86735, 0.8587, 0.9115, 4.3, 4, 2, 0.94748
australian-credit, 15, 0.87245, 0.87805, 0.9105, 4.2, 4, 2, 0.94311
australian-credit, 16, 0.85204, 0.85128, 0.88496, 3.7, 4, 2, 0.9453
australian-credit, 17, 0.84694, 0.85437, 0.90288, 3.8, 4, 2, 0.94748
australian-credit, 18, 0.82143, 0.83092, 0.87692, 3.2, 4, 2, 0.96499
australian-credit, 19, 0.88265, 0.89302, 0.93817, 3.8, 4, 2, 0.94311
australian-credit, 20, 0.83673, 0.84762, 0.89976, 3.9, 4, 2, 0.94311
breast-wisconsin, 1, 0.91707, 0.93061, 0.9542, 1, 4, 2, 0.99163
breast-wisconsin, 2, 0.94634, 0.95817, 0.97551, 1, 4, 2, 0.98745
breast-wisconsin, 3, 0.89268, 0.91667, 0.97501, 1.4, 4, 2, 0.97699
breast-wisconsin, 4, 0.94146, 0.95556, 0.95029, 1.2, 4, 2, 0.98954
breast-wisconsin, 5, 0.92683, 0.94662, 0.97692, 1.2, 4, 2, 0.98326
breast-wisconsin, 6, 0.93171, 0.94574, 0.98342, 1.2, 4, 3, 0.98536
breast-wisconsin, 7, 0.94634, 0.95785, 0.9863, 1.3, 4, 2, 0.98745
breast-wisconsin, 8, 0.91707, 0.93385, 0.96543, 1.3, 4, 2, 0.98954
breast-wisconsin, 9, 0.9561, 0.96703, 0.98581, 1.6, 4, 2, 0.98326
breast-wisconsin, 10, 0.92683, 0.94118, 0.97648, 1.3, 4, 2, 0.98954
breast-wisconsin, 11, 0.94146, 0.95122, 0.95077, 1.1, 4, 2, 0.98745
breast-wisconsin, 12, 0.96098, 0.96667, 0.98412, 1.1, 4, 2, 0.98326
breast-wisconsin, 13, 0.94634, 0.9572, 0.97634, 1.1, 4, 2, 0.98954
breast-wisconsin, 14, 0.96098, 0.9697, 0.98812, 1.6, 4, 2, 0.98745
breast-wisconsin, 15, 0.94634, 0.95971, 0.98746, 1.2, 4, 2, 0.98536
breast-wisconsin, 16, 0.94634, 0.95652, 0.99022, 1.4, 4, 2, 0.98326
breast-wisconsin, 17, 0.93659, 0.95374, 0.9756, 1.2, 4, 2, 0.98536
breast-wisconsin, 18, 0.95122, 0.96454, 0.99037, 1.4, 4, 2, 0.98745
breast-wisconsin, 19, 0.94146, 0.95745, 0.98669, 1.1, 4, 2, 0.98954
breast-wisconsin, 20, 0.96585, 0.97509, 0.99037, 1.4, 4, 2, 0.98745
diabetes, 1, 0.7316, 0.81657, 0.77572, 7, 4, 2, 0.92179
diabetes, 2, 0.79221, 0.84516, 0.79705, 7, 4, 2, 0.91248
diabetes, 3, 0.73593, 0.81791, 0.77762, 6.5, 4, 2, 0.90689
diabetes, 4, 0.7619, 0.83077, 0.78474, 6.9, 4, 2, 0.9013
diabetes, 5, 0.75325, 0.82243, 0.73818, 6.5, 4, 2, 0.92179
diabetes, 6, 0.77489, 0.84615, 0.826, 6.5, 4, 2, 0.90689
diabetes, 7, 0.72294, 0.80124, 0.74816, 6.4, 4, 2, 0.90689
diabetes, 8, 0.74892, 0.83708, 0.77103, 6, 4, 2, 0.91806
diabetes, 9, 0.80087, 0.86628, 0.7937, 6.7, 4, 2, 0.90689
diabetes, 10, 0.7316, 0.80625, 0.77551, 6.1, 4, 2, 0.91806
diabetes, 11, 0.73593, 0.82111, 0.72802, 6, 4, 2, 0.9162
diabetes, 12, 0.74026, 0.81013, 0.79047, 6.3, 4, 2, 0.92365
diabetes, 13, 0.76623, 0.83636, 0.79559, 6, 4, 2, 0.92179
diabetes, 14, 0.77489, 0.83544, 0.8141, 6.2, 4, 2, 0.90875
diabetes, 15, 0.75325, 0.81311, 0.78816, 6.3, 4, 2, 0.91061
diabetes, 16, 0.72294, 0.80838, 0.72856, 6.4, 4, 2, 0.90689
diabetes, 17, 0.78788, 0.85285, 0.82903, 6.7, 4, 2, 0.90689
diabetes, 18, 0.70996, 0.79635, 0.73962, 6.4, 4, 2, 0.90875
diabetes, 19, 0.78355, 0.85119, 0.80293, 6.1, 4, 2, 0.90875
diabetes, 20, 0.74459, 0.82388, 0.73487, 6.5, 4, 2, 0.90689
german-credit, 1, 0.7, 0.78774, 0.70843, 7.4, 4, 2, 0.92143
german-credit, 2, 0.69667, 0.7908, 0.72399, 8.1, 4, 2, 0.9
german-credit, 3, 0.69, 0.7965, 0.68741, 8.4, 4, 2, 0.89857
german-credit, 4, 0.69, 0.79379, 0.70542, 8, 4, 2, 0.90714
german-credit, 5, 0.71333, 0.80973, 0.65344, 8, 4, 2, 0.90571
german-credit, 6, 0.7, 0.79545, 0.69302, 7.8, 4, 2, 0.90143
german-credit, 7, 0.72, 0.81166, 0.73226, 8.2, 4, 2, 0.9
german-credit, 8, 0.69, 0.78912, 0.70607, 8.4, 4, 2, 0.9
german-credit, 9, 0.72667, 0.82328, 0.71726, 8.3, 4, 2, 0.90714
german-credit, 10, 0.71333, 0.80631, 0.7578, 8.3, 4, 2, 0.90571
german-credit, 11, 0.69, 0.78621, 0.70571, 7.7, 4, 2, 0.90714
german-credit, 12, 0.71, 0.80361, 0.70922, 8, 4, 2, 0.89571
german-credit, 13, 0.73333, 0.81308, 0.75243, 7.9, 4, 2, 0.89571
german-credit, 14, 0.73667, 0.82863, 0.70682, 8.1, 4, 2, 0.90714
german-credit, 15, 0.72333, 0.8092, 0.76531, 7.9, 4, 2, 0.90714
german-credit, 16, 0.69333, 0.79091, 0.66889, 7.7, 4, 2, 0.90857
german-credit, 17, 0.70667, 0.8, 0.70011, 7.6, 4, 2, 0.91143
german-credit, 18, 0.69333, 0.79556, 0.69787, 7.7, 4, 2, 0.91
german-credit, 19, 0.73333, 0.81132, 0.72936, 8.5, 4, 2, 0.9
german-credit, 20, 0.71667, 0.80813, 0.74005, 8, 4, 2, 0.90143
heart-cleveland, 1, 0.83146, 0.85714, 0.87538, 1.7, 4, 2, 0.97101
heart-cleveland, 2, 0.70787, 0.77586, 0.80243, 1.7, 4, 2, 0.96135
heart-cleveland, 3, 0.78652, 0.82883, 0.82347, 1.7, 4, 2, 0.94203
heart-cleveland, 4, 0.73034, 0.79661, 0.83333, 1.8, 4, 2, 0.95652
heart-cleveland, 5, 0.78652, 0.82569, 0.78794, 1.4, 4, 2, 0.97101
heart-cleveland, 6, 0.77528, 0.81481, 0.79421, 1.8, 4, 2, 0.94203
heart-cleveland, 7, 0.75281, 0.8, 0.82143, 1.7, 4, 2, 0.96135
heart-cleveland, 8, 0.65169, 0.65934, 0.73673, 1.8, 4, 2, 0.95652
heart-cleveland, 9, 0.77528, 0.81818, 0.7947, 1.4, 4, 2, 0.96135
heart-cleveland, 10, 0.7191, 0.75728, 0.82659, 1.6, 4, 2, 0.96135
heart-cleveland, 11, 0.73034, 0.7551, 0.82955, 1.6, 4, 2, 0.95169
heart-cleveland, 12, 0.74157, 0.78899, 0.78367, 1.4, 4, 2, 0.96618
heart-cleveland, 13, 0.82022, 0.85455, 0.83386, 1.6, 4, 2, 0.96135
heart-cleveland, 14, 0.76404, 0.79208, 0.80204, 1.6, 4, 2, 0.96618
heart-cleveland, 15, 0.77528, 0.82456, 0.86227, 1.8, 4, 2, 0.96618
heart-cleveland, 16, 0.73034, 0.76, 0.7895, 1.9, 4, 2, 0.95652
heart-cleveland, 17, 0.73034, 0.78947, 0.83943, 1.5, 4, 2, 0.96618
heart-cleveland, 18, 0.74157, 0.7767, 0.87108, 1.9, 4, 2, 0.95169
heart-cleveland, 19, 0.76404, 0.78788, 0.81263, 1.8, 4, 2, 0.95652
heart-cleveland, 20, 0.74157, 0.7767, 0.82273, 1.8, 4, 2, 0.95652
hepatitis, 1, 0.83333, 0.90411, 0.86122, 0.5, 4, 2, 0.94737
hepatitis, 2, 0.80952, 0.88571, 0.75102, 0.41, 4, 2, 0.96842
hepatitis, 3, 0.80952, 0.88571, 0.78451, 0.53, 4, 2, 0.93684
hepatitis, 4, 0.80952, 0.88889, 0.76838, 0.51, 4, 2, 0.95789
hepatitis, 5, 0.78571, 0.87324, 0.60648, 0.45, 4, 2, 0.96842
hepatitis, 6, 0.80952, 0.875, 0.84457, 0.66, 4, 2, 0.93684
hepatitis, 7, 0.83333, 0.89231, 0.81985, 0.55, 4, 2, 0.95789
hepatitis, 8, 0.85714, 0.91892, 0.66204, 0.42, 4, 2, 0.94737
hepatitis, 9, 0.80952, 0.88235, 0.82492, 0.5, 4, 2, 0.94737
hepatitis, 10, 0.85714, 0.91429, 0.95588, 0.62, 4, 2, 0.93684
hepatitis, 11, 0.78571, 0.86154, 0.71324, 0.51, 4, 2, 0.95789
hepatitis, 12, 0.85714, 0.91667, 0.83333, 0.51, 4, 2, 0.94737
hepatitis, 13, 0.78571, 0.86567, 0.83165, 0.54, 4, 2, 0.96842
hepatitis, 14, 0.83333, 0.90141, 0.87963, 0.63, 4, 2, 0.94737
hepatitis, 15, 0.7381, 0.84058, 0.71044, 0.57, 4, 2, 0.95789
hepatitis, 16, 0.7619, 0.85294, 0.78299, 0.59, 4, 2, 0.96842
hepatitis, 17, 0.7381, 0.83582, 0.739, 0.38, 4, 2, 0.94737
hepatitis, 18, 0.80952, 0.87879, 0.82155, 0.48, 4, 2, 0.95789
hepatitis, 19, 0.90476, 0.94737, 0.85946, 0.51, 4, 2, 0.95789
hepatitis, 20, 0.80952, 0.88571, 0.6734, 0.5, 4, 2, 0.93684
hypothyroid, 1, 0.97333, 0.98564, 0.99048, 3.9, 4, 2, 0.98327
hypothyroid, 2, 0.97128, 0.98436, 0.97982, 3.4, 4, 2, 0.98592
hypothyroid, 3, 0.97026, 0.98374, 0.97302, 3.2, 4, 2, 0.98768
hypothyroid, 4, 0.95795, 0.97716, 0.98252, 3.1, 4, 2, 0.98724
hypothyroid, 5, 0.97538, 0.98652, 0.98485, 3.6, 4, 2, 0.9846
hypothyroid, 6, 0.97538, 0.98671, 0.97514, 3.5, 4, 2, 0.98636
hypothyroid, 7, 0.97436, 0.98574, 0.96953, 2.3, 4, 3, 0.98944
hypothyroid, 8, 0.97128, 0.98429, 0.98604, 3.5, 4, 2, 0.98415
hypothyroid, 9, 0.98051, 0.98928, 0.98198, 3, 4, 3, 0.98636
hypothyroid, 10, 0.95692, 0.97622, 0.98236, 3.6, 4, 2, 0.98548
hypothyroid, 11, 0.97128, 0.98394, 0.99115, 3.2, 4, 2, 0.98944
hypothyroid, 12, 0.97231, 0.98456, 0.98449, 2.8, 4, 2, 0.989
hypothyroid, 13, 0.97333, 0.98559, 0.98673, 3.7, 4, 2, 0.98371
hypothyroid, 14, 0.96513, 0.98053, 0.99147, 3.4, 4, 2, 0.98195
hypothyroid, 15, 0.97641, 0.98697, 0.97666, 2.7, 4, 3, 0.98592
hypothyroid, 16, 0.97949, 0.98873, 0.96338, 3.3, 4, 2, 0.98812
hypothyroid, 17, 0.97846, 0.98826, 0.97981, 3.2, 4, 2, 0.98636
hypothyroid, 18, 0.97949, 0.98883, 0.99224, 3.7, 4, 2, 0.98415
hypothyroid, 19, 0.97333, 0.98533, 0.9708, 2.7, 4, 3, 0.9868
hypothyroid, 20, 0.97436, 0.98626, 0.98139, 3.4, 4, 2, 0.98548
ionosphere, 1, 0.83962, 0.87591, 0.91558, 5.7, 4, 2, 0.97959
ionosphere, 2, 0.88679, 0.91176, 0.91349, 5.1, 4, 2, 0.98367
ionosphere, 3, 0.90566, 0.93671, 0.95921, 6.2, 4, 2, 0.97143
ionosphere, 4, 0.85849, 0.89051, 0.92174, 5.4, 4, 2, 0.97959
ionosphere, 5, 0.90566, 0.93671, 0.95702, 5.7, 4, 2, 0.97551
ionosphere, 6, 0.9434, 0.95522, 0.97175, 6.2, 4, 2, 0.97959
ionosphere, 7, 0.83962, 0.87591, 0.93115, 5.6, 4, 2, 0.97551
ionosphere, 8, 0.92453, 0.94366, 0.94645, 5.9, 4, 2, 0.97551
ionosphere, 9, 0.90566, 0.92754, 0.94762, 6.2, 4, 2, 0.97551
ionosphere, 10, 0.88679, 0.91304, 0.9017, 4.5, 4, 2, 0.98776
ionosphere, 11, 0.88679, 0.91549, 0.94897, 6.2, 4, 2, 0.97143
ionosphere, 12, 0.91509, 0.9313, 0.90737, 4.8, 4, 2, 0.98776
ionosphere, 13, 0.90566, 0.92188, 0.93651, 5.4, 4, 2, 0.97551
ionosphere, 14, 0.90566, 0.92857, 0.92636, 5.4, 4, 2, 0.97959
ionosphere, 15, 0.86792, 0.91139, 0.90541, 5.2, 4, 2, 0.97959
ionosphere, 16, 0.88679, 0.91549, 0.92244, 5.3, 4, 2, 0.97959
ionosphere, 17, 0.92453, 0.93939, 0.94604, 5.3, 4, 2, 0.97959
ionosphere, 18, 0.88679, 0.91304, 0.91539, 5.6, 4, 2, 0.97959
ionosphere, 19, 0.90566, 0.93056, 0.90181, 5.6, 4, 2, 0.97551
ionosphere, 20, 0.89623, 0.92617, 0.95887, 5.7, 4, 2, 0.97959
kr-vs-kp, 1, 0.94161, 0.94118, 0.9725, 4, 4, 2, 0.98882
kr-vs-kp, 2, 0.93535, 0.93825, 0.96737, 3.7, 4, 2, 0.99195
kr-vs-kp, 3, 0.93639, 0.93639, 0.96978, 3.3, 4, 2, 0.99151
kr-vs-kp, 4, 0.93639, 0.93275, 0.96982, 4.2, 4, 2, 0.98927
kr-vs-kp, 5, 0.92075, 0.92229, 0.96727, 3.7, 4, 2, 0.98927
kr-vs-kp, 6, 0.94161, 0.94154, 0.97385, 3.9, 4, 2, 0.98927
kr-vs-kp, 7, 0.92492, 0.92871, 0.96184, 3.6, 4, 2, 0.9924
kr-vs-kp, 8, 0.93431, 0.93591, 0.96808, 3.8, 4, 2, 0.99195
kr-vs-kp, 9, 0.94161, 0.94389, 0.97108, 3.8, 4, 2, 0.9924
kr-vs-kp, 10, 0.92805, 0.92865, 0.96386, 3.6, 4, 2, 0.99329
kr-vs-kp, 11, 0.92909, 0.92857, 0.96561, 3.7, 4, 2, 0.99151
kr-vs-kp, 12, 0.93535, 0.93661, 0.96314, 3.1, 4, 2, 0.99374
kr-vs-kp, 13, 0.93743, 0.93724, 0.97203, 3.7, 4, 2, 0.99195
kr-vs-kp, 14, 0.92596, 0.92762, 0.9678, 3.6, 4, 2, 0.99195
kr-vs-kp, 15, 0.93014, 0.93399, 0.96931, 3.8, 4, 2, 0.99151
kr-vs-kp, 16, 0.92909, 0.92917, 0.96815, 3.7, 4, 2, 0.99061
kr-vs-kp, 17, 0.93743, 0.93915, 0.97503, 3.7, 4, 2, 0.98972
kr-vs-kp, 18, 0.94161, 0.94274, 0.9721, 3.8, 4, 2, 0.99017
kr-vs-kp, 19, 0.93431, 0.93333, 0.97088, 3.7, 4, 2, 0.9924
kr-vs-kp, 20, 0.93639, 0.93857, 0.96542, 3.7, 4, 2, 0.99106
letter, 1, 0.959, 0, 0.95217, 72, 4, 2, 0.99493
letter, 2, 0.96033, 0, 0.94493, 72, 4, 2, 0.99443
letter, 3, 0.95833, 0, 0.93451, 69, 4, 2, 0.99493
letter, 4, 0.961, 0, 0.94051, 69, 4, 2, 0.99436
letter, 5, 0.9615, 0.58228, 0.93218, 73, 4, 2, 0.99421
letter, 6, 0.95817, 0, 0.9436, 69, 4, 2, 0.99557
letter, 7, 0.95833, 0.57627, 0.93384, 70, 4, 2, 0.99457
letter, 8, 0.9575, 0, 0.93353, 71, 4, 2, 0.99393
letter, 9, 0.95817, 0, 0.94413, 67, 4, 2, 0.99443
letter, 10, 0.96167, 0, 0.94046, 71, 4, 2, 0.99471
letter, 11, 0.95733, 0, 0.95215, 69, 4, 2, 0.99507
letter, 12, 0.95883, 0, 0.94458, 70, 4, 2, 0.99529
letter, 13, 0.9585, 0, 0.94518, 67, 4, 2, 0.995
letter, 14, 0.96067, 0.57554, 0.92068, 70, 4, 2, 0.99471
letter, 15, 0.96317, 0.61831, 0.93891, 67, 4, 2, 0.99521
letter, 16, 0.963, 0.60638, 0.9381, 72, 4, 2, 0.99471
letter, 17, 0.96033, 0, 0.93733, 70, 4, 2, 0.99543
letter, 18, 0.9585, 0, 0.9416, 71, 4, 2, 0.99457
letter, 19, 0.9565, 0, 0.94006, 72, 4, 2, 0.994
letter, 20, 0.956, 0, 0.94382, 68, 4, 2, 0.99493
lymph, 1, 0.75556, 0.81967, 0.858, 0.47, 4, 2, 0.96117
lymph, 2, 0.8, 0.8, 0.85771, 0.52, 4, 2, 0.96117
lymph, 3, 0.68889, 0.75862, 0.8498, 0.55, 4, 2, 0.97087
lymph, 4, 0.66667, 0.71698, 0.74654, 0.53, 4, 2, 0.97087
lymph, 5, 0.88889, 0.92063, 0.93556, 0.57, 4, 2, 0.96117
lymph, 6, 0.66667, 0.71698, 0.71457, 0.55, 4, 2, 0.97087
lymph, 7, 0.73333, 0.77778, 0.88492, 0.49, 4, 2, 0.97087
lymph, 8, 0.8, 0.83636, 0.88492, 0.45, 4, 2, 0.98058
lymph, 9, 0.8, 0.84211, 0.90486, 0.43, 4, 2, 0.96117
lymph, 10, 0.73333, 0.77778, 0.744, 0.43, 4, 2, 0.97087
lymph, 11, 0.84444, 0.83721, 0.90675, 0.48, 4, 2, 0.97087
lymph, 12, 0.84444, 0.88136, 0.89506, 0.6, 4, 2, 0.98058
lymph, 13, 0.82222, 0.83333, 0.85968, 0.49, 4, 2, 0.96117
lymph, 14, 0.8, 0.7907, 0.81818, 0.43, 4, 2, 0.96117
lymph, 15, 0.73333, 0.76, 0.784, 0.61, 4, 2, 0.96117
lymph, 16, 0.77778, 0.79167, 0.82213, 0.69, 4, 2, 0.97087
lymph, 17, 0.88889, 0.88372, 0.922, 0.68, 4, 2, 0.94175
lymph, 18, 0.84444, 0.88136, 0.81933, 0.51, 4, 2, 0.97087
lymph, 19, 0.73333, 0.75, 0.80042, 0.34, 4, 2, 0.98058
lymph, 20, 0.77778, 0.79167, 0.814, 0.57, 4, 2, 0.95146
mushroom, 1, 0.98195, 0.98333, 0.99875, 4.6, 4, 2, 0.9993
mushroom, 2, 0.98687, 0.98754, 0.999, 4.6, 4, 2, 1
mushroom, 3, 0.9799, 0.9814, 0.99859, 4.9, 4, 2, 0.9993
mushroom, 4, 0.98318, 0.984, 0.99887, 4.7, 4, 2, 0.9993
mushroom, 5, 0.98482, 0.98547, 0.99922, 4.9, 4, 2, 0.99912
mushroom, 6, 0.98482, 0.98581, 0.99896, 4.9, 4, 2, 0.99912
mushroom, 7, 0.98277, 0.98332, 0.99862, 4.7, 4, 2, 0.9993
mushroom, 8, 0.984, 0.98517, 0.99901, 4.8, 4, 2, 0.99912
mushroom, 9, 0.98195, 0.98306, 0.99855, 4.9, 4, 2, 0.99947
mushroom, 10, 0.97949, 0.98042, 0.99829, 4.7, 4, 2, 0.99912
mushroom, 11, 0.9758, 0.97709, 0.99802, 4.6, 4, 2, 0.9993
mushroom, 12, 0.9799, 0.98061, 0.9987, 4.9, 4, 2, 0.9993
mushroom, 13, 0.984, 0.98448, 0.99858, 4.9, 4, 2, 0.9993
mushroom, 14, 0.98277, 0.9835, 0.99892, 4.7, 4, 2, 0.99912
mushroom, 15, 0.98318, 0.98386, 0.99869, 4.6, 4, 2, 0.9993
mushroom, 16, 0.98318, 0.98444, 0.99899, 4.8, 4, 2, 0.9993
mushroom, 17, 0.98482, 0.98548, 0.99893, 4.7, 4, 2, 0.9993
mushroom, 18, 0.98605, 0.98661, 0.99901, 4.7, 4, 2, 0.99947
mushroom, 19, 0.98031, 0.98129, 0.99838, 4.9, 4, 2, 0.99947
mushroom, 20, 0.98031, 0.9814, 0.99867, 4.8, 4, 2, 0.9993
pendigits, 1, 0.98399, 0.92405, 0.99417, 18, 4, 2, 0.99771
pendigits, 2, 0.98799, 0.93987, 0.99541, 16, 4, 2, 0.996
pendigits, 3, 0.98755, 0.93396, 0.99425, 18, 4, 2, 0.99714
pendigits, 4, 0.98488, 0.92766, 0.99221, 14, 4, 2, 0.99771
pendigits, 5, 0.98577, 0.92793, 0.98646, 14, 4, 2, 0.99714
pendigits, 6, 0.98755, 0.93778, 0.99549, 18, 4, 2, 0.99657
pendigits, 7, 0.98755, 0.93269, 0.99454, 15, 4, 2, 0.99714
pendigits, 8, 0.99111, 0.95595, 0.99674, 18, 4, 2, 0.99676
pendigits, 9, 0.98888, 0.94005, 0.99574, 19, 4, 2, 0.99657
pendigits, 10, 0.98755, 0.94068, 0.99088, 18, 4, 2, 0.99581
pendigits, 11, 0.98755, 0.94355, 0.99674, 19, 4, 2, 0.996
pendigits, 12, 0.98266, 0.91925, 0.99147, 14, 4, 2, 0.99771
pendigits, 13, 0.98711, 0.93208, 0.99297, 15, 4, 2, 0.99676
pendigits, 14, 0.98888, 0.9467, 0.99044, 14, 4, 2, 0.99676
pendigits, 15, 0.99155, 0.95966, 0.99593, 18, 4, 2, 0.99733
pendigits, 16, 0.99066, 0.95484, 0.99426, 14, 4, 2, 0.99695
pendigits, 17, 0.98844, 0.94492, 0.99035, 15, 4, 2, 0.99581
pendigits, 18, 0.98844, 0.94273, 0.99481, 14, 4, 2, 0.99695
pendigits, 19, 0.99022, 0.95175, 0.99154, 15, 4, 2, 0.99542
pendigits, 20, 0.98933, 0.94979, 0.99105, 18, 4, 2, 0.99638
primary-tumor, 1, 0.81188, 0.53659, 0.74925, 1, 4, 2, 0.91064
primary-tumor, 2, 0.80198, 0.52381, 0.79933, 1.3, 4, 2, 0.88085
primary-tumor, 3, 0.79208, 0.46154, 0.8159, 0.98, 4, 2, 0.91489
primary-tumor, 4, 0.85149, 0.54545, 0.73763, 1.1, 4, 2, 0.89362
primary-tumor, 5, 0.82178, 0.55, 0.72965, 1.3, 4, 2, 0.91489
primary-tumor, 6, 0.78218, 0.5, 0.69275, 1.1, 4, 2, 0.91064
primary-tumor, 7, 0.86139, 0.53333, 0.80231, 1.3, 4, 2, 0.88936
primary-tumor, 8, 0.78218, 0.47619, 0.74789, 1, 4, 2, 0.91064
primary-tumor, 9, 0.80198, 0.54545, 0.71897, 1.1, 4, 2, 0.91489
primary-tumor, 10, 0.79208, 0.4878, 0.76295, 1.3, 4, 2, 0.90213
primary-tumor, 11, 0.78218, 0.54167, 0.7723, 1.2, 4, 2, 0.89362
primary-tumor, 12, 0.82178, 0.5, 0.74638, 1.1, 4, 2, 0.90213
primary-tumor, 13, 0.87129, 0.71111, 0.83658, 1.2, 4, 2, 0.91064
primary-tumor, 14, 0.75248, 0.19355, 0.64672, 1, 4, 2, 0.91489
primary-tumor, 15, 0.79208, 0.53333, 0.75475, 1.1, 4, 2, 0.91915
primary-tumor, 16, 0.85149, 0.57143, 0.76838, 1, 4, 2, 0.91064
primary-tumor, 17, 0.81188, 0.59574, 0.80205, 1.3, 4, 2, 0.89787
primary-tumor, 18, 0.78218, 0.59259, 0.81774, 0.95, 4, 2, 0.91064
primary-tumor, 19, 0.77228, 0.46512, 0.76054, 1, 4, 2, 0.91064
primary-tumor, 20, 0.78218, 0.54167, 0.72162, 1.2, 4, 2, 0.92766
segment, 1, 0.99134, 0.9703, 0.99768, 2.3, 4, 3, 0.99938
segment, 2, 0.99856, 0.99482, 1, 2.3, 4, 3, 0.99938
