name, batch, osdt_accu, osdt_accu_train, osdt_time_elapsed, best_is_cart, mem_MiB 
yeast, 12, 0.71525, 0.69653, 0.34, 0, 230.625000
yeast, 13, 0.71300, 0.69750, 0.32, 0, 230.625000
yeast, 14, 0.67265, 0.71484, 0.36, 0, 230.625000
yeast, 15, 0.70179, 0.70231, 0.28, 0, 230.625000
yeast, 16, 0.68386, 0.71002, 0.37, 0, 230.625000
yeast, 17, 0.69507, 0.70520, 0.32, 0, 230.625000
yeast, 18, 0.68161, 0.71098, 0.34, 0, 230.625000
yeast, 19, 0.72646, 0.69171, 0.38, 0, 230.625000
yeast, 20, 0.67937, 0.71195, 0.32, 0, 230.625000
splice-1, 1, 0.80564, 0.82579, 2.00, 1, 231.625000
splice-1, 2, 0.82968, 0.81549, 2.02, 0, 231.886719
splice-1, 3, 0.81714, 0.82087, 2.01, 1, 232.386719
splice-1, 4, 0.82027, 0.81953, 1.99, 1, 227.386719
splice-1, 5, 0.81818, 0.82042, 2.02, 0, 227.386719
splice-1, 6, 0.83386, 0.81370, 2.02, 1, 227.386719
splice-1, 7, 0.81714, 0.82087, 2.01, 1, 227.886719
splice-1, 8, 0.79415, 0.83072, 2.02, 1, 228.136719
splice-1, 9, 0.81296, 0.82266, 1.98, 1, 228.386719
splice-1, 10, 0.82759, 0.81639, 2.00, 0, 228.636719
splice-1, 11, 0.82654, 0.81684, 2.02, 1, 229.136719
splice-1, 12, 0.81400, 0.82221, 2.01, 0, 229.140625
splice-1, 13, 0.82654, 0.81684, 2.01, 1, 229.640625
splice-1, 14, 0.80042, 0.82803, 2.03, 1, 229.640625
splice-1, 15, 0.83699, 0.81236, 1.99, 0, 229.640625
splice-1, 16, 0.80251, 0.82714, 2.01, 1, 229.640625
splice-1, 17, 0.82445, 0.81773, 2.15, 1, 230.320312
splice-1, 18, 0.79415, 0.83072, 2.06, 1, 230.140625
splice-1, 19, 0.79624, 0.82983, 1.99, 1, 230.636719
splice-1, 20, 0.81818, 0.82042, 2.00, 0, 226.890625
mushroom, 1, 0.89007, 0.88533, 4.20, 1, 226.894531
mushroom, 2, 0.88884, 0.88586, 4.15, 1, 226.894531
mushroom, 3, 0.87695, 0.89096, 4.16, 1, 226.894531
mushroom, 4, 0.88105, 0.88920, 4.14, 0, 226.894531
mushroom, 5, 0.88884, 0.88586, 4.19, 1, 227.394531
mushroom, 6, 0.87818, 0.89043, 4.18, 1, 227.894531
mushroom, 7, 0.89212, 0.88445, 4.19, 1, 228.144531
mushroom, 8, 0.89541, 0.88305, 4.21, 1, 228.144531
mushroom, 9, 0.89171, 0.88463, 4.19, 1, 228.144531
mushroom, 10, 0.88638, 0.88692, 4.22, 0, 228.644531
mushroom, 11, 0.87613, 0.89131, 4.19, 1, 228.644531
mushroom, 12, 0.89171, 0.88463, 4.15, 1, 228.894531
mushroom, 13, 0.88884, 0.88586, 4.19, 1, 229.394531
mushroom, 14, 0.89377, 0.88375, 4.17, 1, 229.644531
mushroom, 15, 0.88720, 0.88656, 4.15, 1, 229.394531
mushroom, 16, 0.88802, 0.88621, 4.24, 1, 229.394531
mushroom, 17, 0.89171, 0.88463, 4.26, 1, 229.644531
mushroom, 18, 0.88310, 0.88832, 4.16, 0, 229.894531
mushroom, 19, 0.88556, 0.88727, 4.42, 0, 230.144531
mushroom, 20, 0.88761, 0.88639, 4.20, 0, 230.144531
zoo-1, 1, 1.00000, 1.00000, 0.08, 1, 230.148438
zoo-1, 2, 1.00000, 1.00000, 0.09, 1, 230.152344
zoo-1, 3, 1.00000, 1.00000, 0.12, 1, 230.156250
zoo-1, 4, 1.00000, 1.00000, 0.10, 1, 230.156250
zoo-1, 5, 1.00000, 1.00000, 0.11, 1, 230.156250
zoo-1, 6, 1.00000, 1.00000, 0.12, 1, 230.160156
zoo-1, 7, 1.00000, 1.00000, 0.15, 1, 230.164062
zoo-1, 8, 1.00000, 1.00000, 0.14, 1, 230.164062
zoo-1, 9, 1.00000, 1.00000, 0.16, 1, 230.167969
zoo-1, 10, 1.00000, 1.00000, 0.12, 1, 230.171875
zoo-1, 11, 1.00000, 1.00000, 0.13, 1, 230.171875
zoo-1, 12, 1.00000, 1.00000, 0.11, 1, 230.175781
zoo-1, 13, 1.00000, 1.00000, 0.08, 1, 230.175781
zoo-1, 14, 1.00000, 1.00000, 0.12, 1, 230.175781
zoo-1, 15, 1.00000, 1.00000, 0.11, 1, 230.175781
zoo-1, 16, 1.00000, 1.00000, 0.15, 1, 230.179688
zoo-1, 17, 1.00000, 1.00000, 0.07, 1, 230.179688
zoo-1, 18, 1.00000, 1.00000, 0.12, 1, 230.183594
zoo-1, 19, 1.00000, 1.00000, 0.10, 1, 230.183594
zoo-1, 20, 1.00000, 1.00000, 0.13, 1, 230.183594
diabetes, 1, 0.76623, 0.73557, 0.26, 0, 230.187500
diabetes, 2, 0.79221, 0.72439, 0.42, 0, 230.187500
diabetes, 3, 0.75758, 0.73929, 0.40, 0, 230.187500
diabetes, 4, 0.75325, 0.74115, 0.38, 0, 230.187500
diabetes, 5, 0.77489, 0.73184, 0.40, 0, 230.191406
diabetes, 6, 0.77489, 0.73184, 0.40, 0, 230.191406
diabetes, 7, 0.74892, 0.74302, 0.26, 1, 230.191406
diabetes, 8, 0.76623, 0.73557, 0.24, 0, 230.191406
diabetes, 9, 0.80087, 0.72067, 0.46, 0, 230.191406
diabetes, 10, 0.70996, 0.75978, 0.40, 0, 230.191406
diabetes, 11, 0.73160, 0.75047, 0.39, 1, 230.195312
diabetes, 12, 0.76190, 0.73743, 0.23, 0, 230.195312
diabetes, 13, 0.74026, 0.74674, 0.22, 1, 230.195312
diabetes, 14, 0.76190, 0.73743, 0.23, 1, 230.195312
diabetes, 15, 0.73160, 0.75047, 0.23, 0, 230.195312
diabetes, 16, 0.71861, 0.75605, 0.21, 0, 230.195312
diabetes, 17, 0.75758, 0.72439, 0.25, 0, 230.195312
diabetes, 18, 0.70563, 0.76164, 0.42, 0, 230.195312
diabetes, 19, 0.73160, 0.72812, 0.25, 0, 230.195312
diabetes, 20, 0.73593, 0.74860, 0.38, 0, 230.199219
segment, 1, 0.98124, 0.98207, 1.03, 1, 230.210938
segment, 2, 0.98268, 0.98207, 1.07, 1, 230.210938
segment, 3, 0.98557, 0.98083, 1.08, 1, 230.210938
segment, 4, 0.97691, 0.98454, 1.06, 0, 230.214844
segment, 5, 0.97114, 0.98701, 1.05, 0, 230.218750
segment, 6, 0.98124, 0.98207, 1.08, 1, 230.218750
segment, 7, 0.98268, 0.98207, 1.23, 1, 230.218750
segment, 8, 0.98124, 0.98083, 1.14, 1, 230.218750
segment, 9, 0.98124, 0.98268, 1.13, 1, 230.218750
segment, 10, 0.98268, 0.98207, 1.03, 1, 230.218750
segment, 11, 0.98413, 0.98145, 1.13, 1, 230.218750
segment, 12, 0.97547, 0.98516, 1.10, 0, 230.218750
segment, 13, 0.97691, 0.98268, 1.07, 1, 230.218750
segment, 14, 0.97835, 0.98330, 1.25, 1, 230.218750
segment, 15, 0.98701, 0.98021, 1.20, 0, 230.218750
segment, 16, 0.98413, 0.98145, 1.10, 1, 230.218750
segment, 17, 0.98413, 0.98145, 1.14, 1, 230.218750
segment, 18, 0.97980, 0.98330, 1.09, 1, 227.718750
segment, 19, 0.97835, 0.98330, 1.11, 1, 227.718750
segment, 20, 0.98557, 0.98083, 1.05, 1, 227.718750
vote, 1, 0.95420, 0.95724, 0.10, 1, 227.718750
vote, 2, 0.98473, 0.94408, 0.13, 0, 227.718750
vote, 3, 0.96947, 0.95066, 0.18, 1, 227.718750
vote, 4, 1.00000, 0.93750, 0.16, 1, 227.718750
vote, 5, 0.96947, 0.95066, 0.15, 1, 227.718750
vote, 6, 0.94656, 0.96053, 0.16, 0, 227.718750
vote, 7, 0.94656, 0.96053, 0.15, 0, 227.718750
vote, 8, 0.96183, 0.95395, 0.13, 1, 227.718750
vote, 9, 0.96183, 0.95395, 0.13, 1, 227.718750
vote, 10, 0.95420, 0.95724, 0.13, 1, 227.718750
vote, 11, 0.96183, 0.95395, 0.14, 1, 227.718750
vote, 12, 0.96183, 0.95395, 0.14, 1, 227.718750
vote, 13, 0.95420, 0.95724, 0.14, 1, 227.718750
vote, 14, 0.92366, 0.95395, 0.18, 1, 227.718750
vote, 15, 0.95420, 0.95724, 0.16, 1, 227.718750
vote, 16, 0.95420, 0.95724, 0.16, 1, 227.718750
vote, 17, 0.93893, 0.96382, 0.13, 0, 227.718750
vote, 18, 0.93893, 0.96382, 0.16, 0, 227.718750
vote, 19, 0.93130, 0.95066, 0.16, 1, 227.718750
vote, 20, 0.96947, 0.95066, 0.17, 1, 227.718750
kr-vs-kp, 1, 0.66840, 0.68842, 0.76, 0, 227.718750
kr-vs-kp, 2, 0.66215, 0.69245, 0.73, 0, 227.718750
kr-vs-kp, 3, 0.67153, 0.68708, 0.75, 0, 227.718750
kr-vs-kp, 4, 0.66840, 0.68976, 0.72, 0, 227.718750
kr-vs-kp, 5, 0.69343, 0.67903, 0.76, 0, 227.718750
kr-vs-kp, 6, 0.68509, 0.68261, 0.77, 0, 227.718750
kr-vs-kp, 7, 0.67049, 0.68753, 0.74, 0, 227.718750
kr-vs-kp, 8, 0.68509, 0.68261, 0.77, 0, 227.718750
kr-vs-kp, 9, 0.67570, 0.68663, 0.77, 0, 227.718750
kr-vs-kp, 10, 0.69343, 0.67903, 0.76, 0, 227.718750
kr-vs-kp, 11, 0.67258, 0.68797, 0.73, 0, 227.718750
kr-vs-kp, 12, 0.66945, 0.68797, 0.74, 0, 227.718750
kr-vs-kp, 13, 0.70386, 0.67456, 0.72, 0, 227.718750
kr-vs-kp, 14, 0.65485, 0.69423, 0.72, 0, 227.718750
kr-vs-kp, 15, 0.69343, 0.67903, 0.76, 0, 227.718750
kr-vs-kp, 16, 0.66528, 0.68976, 0.74, 0, 227.718750
kr-vs-kp, 17, 0.67570, 0.68663, 0.73, 0, 227.718750
kr-vs-kp, 18, 0.68300, 0.68216, 0.77, 0, 227.718750
kr-vs-kp, 19, 0.68092, 0.68440, 0.74, 0, 227.718750
kr-vs-kp, 20, 0.68092, 0.68440, 0.78, 0, 227.718750
lymph, 1, 0.71111, 0.83495, 0.08, 0, 227.722656
lymph, 2, 0.80000, 0.79612, 0.09, 0, 227.722656
lymph, 3, 0.73333, 0.82524, 0.16, 0, 227.722656
lymph, 4, 0.60000, 0.79612, 0.11, 1, 227.722656
lymph, 5, 0.82222, 0.78641, 0.15, 0, 227.722656
lymph, 6, 0.75556, 0.81553, 0.13, 0, 227.722656
lymph, 7, 0.75556, 0.81553, 0.11, 0, 227.722656
lymph, 8, 0.73333, 0.82524, 0.12, 0, 227.722656
lymph, 9, 0.80000, 0.79612, 0.11, 0, 227.722656
lymph, 10, 0.80000, 0.79612, 0.12, 0, 227.722656
lymph, 11, 0.82222, 0.78641, 0.10, 1, 227.722656
lymph, 12, 0.86667, 0.76699, 0.14, 1, 227.722656
lymph, 13, 0.71111, 0.83495, 0.16, 0, 227.722656
lymph, 14, 0.80000, 0.79612, 0.17, 0, 227.722656
lymph, 15, 0.77778, 0.80583, 0.11, 0, 227.722656
lymph, 16, 0.86667, 0.76699, 0.12, 1, 227.722656
lymph, 17, 0.80000, 0.79612, 0.14, 1, 227.722656
lymph, 18, 0.73333, 0.82524, 0.11, 0, 227.722656
lymph, 19, 0.80000, 0.79612, 0.13, 0, 227.722656
lymph, 20, 0.75556, 0.81553, 0.10, 0, 227.722656
ionosphere, 1, 0.78302, 0.85306, 0.30, 1, 227.722656
ionosphere, 2, 0.78302, 0.83265, 0.32, 0, 227.761719
ionosphere, 3, 0.85849, 0.82041, 0.26, 0, 227.761719
ionosphere, 4, 0.76415, 0.86122, 0.29, 1, 227.761719
ionosphere, 5, 0.86792, 0.81633, 0.27, 1, 227.761719
ionosphere, 6, 0.81132, 0.82041, 0.28, 0, 227.761719
ionosphere, 7, 0.82075, 0.83673, 0.31, 1, 227.761719
ionosphere, 8, 0.85849, 0.82041, 0.26, 0, 227.761719
ionosphere, 9, 0.84906, 0.82449, 0.38, 1, 227.761719
ionosphere, 10, 0.81132, 0.84082, 0.27, 1, 227.761719
ionosphere, 11, 0.82075, 0.83673, 0.31, 1, 227.761719
ionosphere, 12, 0.82075, 0.83673, 0.25, 1, 227.761719
ionosphere, 13, 0.83019, 0.83265, 0.33, 1, 227.761719
ionosphere, 14, 0.83962, 0.82857, 0.29, 1, 227.761719
ionosphere, 15, 0.83019, 0.83265, 0.30, 1, 227.761719
ionosphere, 16, 0.82075, 0.83673, 0.29, 1, 227.761719
ionosphere, 17, 0.83962, 0.82857, 0.28, 1, 227.761719
ionosphere, 18, 0.77358, 0.83673, 0.32, 1, 227.761719
ionosphere, 19, 0.78302, 0.83265, 0.27, 1, 227.761719
ionosphere, 20, 0.83962, 0.82857, 0.32, 1, 227.761719
soybean, 1, 0.81481, 0.87075, 0.14, 0, 227.761719
soybean, 2, 0.86243, 0.85034, 0.20, 0, 227.761719
soybean, 3, 0.89947, 0.83447, 0.18, 1, 227.761719
soybean, 4, 0.85185, 0.85488, 0.23, 1, 227.761719
soybean, 5, 0.86772, 0.84807, 0.20, 1, 227.761719
soybean, 6, 0.85185, 0.85488, 0.22, 1, 227.761719
soybean, 7, 0.88889, 0.83900, 0.19, 0, 227.761719
soybean, 8, 0.86772, 0.84807, 0.22, 1, 227.761719
soybean, 9, 0.84127, 0.85941, 0.20, 0, 227.761719
soybean, 10, 0.89947, 0.83447, 0.18, 1, 227.761719
soybean, 11, 0.83598, 0.86168, 0.24, 1, 227.761719
soybean, 12, 0.83598, 0.86168, 0.20, 1, 227.761719
soybean, 13, 0.85714, 0.85261, 0.20, 0, 227.761719
soybean, 14, 0.87831, 0.84354, 0.21, 1, 227.761719
soybean, 15, 0.85714, 0.85261, 0.17, 0, 227.761719
soybean, 16, 0.87831, 0.84354, 0.21, 1, 227.761719
soybean, 17, 0.86772, 0.84807, 0.22, 1, 227.761719
soybean, 18, 0.86772, 0.84807, 0.19, 1, 227.761719
soybean, 19, 0.85714, 0.85261, 0.19, 0, 227.761719
soybean, 20, 0.86243, 0.85034, 0.20, 0, 227.761719
hypothyroid, 1, 0.96410, 0.96347, 0.75, 0, 227.761719
hypothyroid, 2, 0.96308, 0.96391, 0.74, 1, 227.761719
hypothyroid, 3, 0.96103, 0.96479, 0.72, 1, 227.761719
hypothyroid, 4, 0.96000, 0.96523, 0.74, 1, 227.761719
hypothyroid, 5, 0.96718, 0.96215, 0.75, 0, 227.761719
hypothyroid, 6, 0.95897, 0.96567, 0.75, 0, 227.761719
hypothyroid, 7, 0.96205, 0.96435, 0.75, 0, 227.761719
hypothyroid, 8, 0.96923, 0.96127, 0.78, 1, 227.761719
hypothyroid, 9, 0.96308, 0.96391, 0.73, 1, 227.761719
hypothyroid, 10, 0.95692, 0.96655, 0.74, 0, 227.761719
hypothyroid, 11, 0.95487, 0.96743, 0.74, 1, 227.761719
hypothyroid, 12, 0.96205, 0.96435, 0.73, 0, 227.761719
hypothyroid, 13, 0.97128, 0.96039, 0.75, 1, 227.761719
hypothyroid, 14, 0.96513, 0.96303, 0.72, 0, 227.761719
hypothyroid, 15, 0.96103, 0.96479, 0.73, 1, 227.761719
hypothyroid, 16, 0.96308, 0.96391, 0.75, 1, 227.761719
hypothyroid, 17, 0.96513, 0.96303, 0.74, 0, 227.761719
hypothyroid, 18, 0.97436, 0.95907, 0.73, 1, 227.761719
hypothyroid, 19, 0.95897, 0.96567, 0.76, 0, 227.761719
hypothyroid, 20, 0.95897, 0.96567, 0.77, 0, 227.761719
vehicle, 1, 0.74409, 0.79054, 0.43, 0, 227.761719
vehicle, 2, 0.74016, 0.77703, 0.42, 0, 227.761719
vehicle, 3, 0.76772, 0.78041, 0.39, 0, 227.761719
vehicle, 4, 0.72835, 0.77534, 0.43, 0, 227.761719
vehicle, 5, 0.73622, 0.79392, 0.44, 0, 227.761719
vehicle, 6, 0.68504, 0.78041, 0.42, 0, 227.761719
vehicle, 7, 0.76378, 0.77534, 0.40, 0, 227.761719
vehicle, 8, 0.77165, 0.77872, 0.40, 0, 227.761719
vehicle, 9, 0.78740, 0.77196, 0.41, 0, 227.761719
vehicle, 10, 0.79134, 0.77027, 0.43, 0, 227.761719
vehicle, 11, 0.74016, 0.79223, 0.43, 0, 227.761719
vehicle, 12, 0.75197, 0.78716, 0.39, 0, 227.761719
vehicle, 13, 0.75984, 0.77703, 0.37, 0, 227.761719
vehicle, 14, 0.75197, 0.78716, 0.40, 0, 227.761719
vehicle, 15, 0.79134, 0.77027, 0.40, 0, 227.761719
vehicle, 16, 0.77559, 0.77703, 0.42, 0, 227.761719
vehicle, 17, 0.74409, 0.76858, 0.40, 0, 227.761719
vehicle, 18, 0.76378, 0.78209, 0.43, 0, 227.761719
vehicle, 19, 0.74016, 0.79223, 0.41, 0, 227.761719
vehicle, 20, 0.75984, 0.78378, 0.42, 0, 227.761719
primary-tumor, 1, 0.80198, 0.78723, 0.09, 1, 227.761719
primary-tumor, 2, 0.82178, 0.77872, 0.07, 1, 227.761719
primary-tumor, 3, 0.70297, 0.77872, 0.10, 0, 227.761719
primary-tumor, 4, 0.78218, 0.79574, 0.13, 1, 227.761719
primary-tumor, 5, 0.76238, 0.80426, 0.12, 1, 227.761719
primary-tumor, 6, 0.73267, 0.81702, 0.14, 0, 227.761719
primary-tumor, 7, 0.81188, 0.78298, 0.14, 1, 227.761719
primary-tumor, 8, 0.75248, 0.80851, 0.10, 0, 227.761719
primary-tumor, 9, 0.78218, 0.79574, 0.10, 1, 227.761719
primary-tumor, 10, 0.73267, 0.81702, 0.11, 0, 227.761719
primary-tumor, 11, 0.76238, 0.80426, 0.15, 1, 227.761719
primary-tumor, 12, 0.77228, 0.80000, 0.10, 1, 227.761719
primary-tumor, 13, 0.83168, 0.77447, 0.13, 1, 227.761719
primary-tumor, 14, 0.72277, 0.82128, 0.10, 0, 227.761719
primary-tumor, 15, 0.81188, 0.78298, 0.14, 1, 227.761719
primary-tumor, 16, 0.79208, 0.79149, 0.20, 1, 227.761719
primary-tumor, 17, 0.78218, 0.79574, 0.17, 1, 227.761719
primary-tumor, 18, 0.71287, 0.79574, 0.12, 0, 227.761719
primary-tumor, 19, 0.77228, 0.80000, 0.11, 1, 227.761719
primary-tumor, 20, 0.73267, 0.81702, 0.10, 0, 227.761719
australian-credit, 1, 0.86224, 0.86433, 0.36, 1, 227.761719
australian-credit, 2, 0.85204, 0.86871, 0.39, 1, 227.761719
australian-credit, 3, 0.86224, 0.86433, 0.34, 1, 227.761719
australian-credit, 4, 0.86735, 0.86214, 0.33, 0, 227.761719
australian-credit, 5, 0.89286, 0.85120, 0.32, 1, 227.761719
australian-credit, 6, 0.85204, 0.86871, 0.36, 1, 227.761719
australian-credit, 7, 0.86224, 0.86433, 0.44, 1, 227.761719
australian-credit, 8, 0.87245, 0.85996, 0.38, 1, 227.011719
australian-credit, 9, 0.87245, 0.85996, 0.37, 1, 227.011719
australian-credit, 10, 0.90816, 0.84464, 0.39, 1, 227.011719
australian-credit, 11, 0.85714, 0.86652, 0.31, 1, 227.011719
australian-credit, 12, 0.83163, 0.87746, 0.38, 0, 227.011719
australian-credit, 13, 0.86735, 0.86214, 0.37, 0, 227.011719
australian-credit, 14, 0.87245, 0.85996, 0.24, 1, 227.011719
australian-credit, 15, 0.88265, 0.85558, 0.22, 0, 227.011719
australian-credit, 16, 0.86224, 0.86433, 0.35, 1, 227.011719
australian-credit, 17, 0.86224, 0.86433, 0.34, 1, 227.011719
australian-credit, 18, 0.84694, 0.87090, 0.31, 0, 227.011719
australian-credit, 19, 0.88265, 0.85558, 0.38, 0, 227.011719
australian-credit, 20, 0.85204, 0.86871, 0.33, 1, 227.011719
anneal, 1, 0.85656, 0.79577, 0.34, 1, 227.011719
anneal, 2, 0.82787, 0.80634, 0.25, 1, 227.011719
anneal, 3, 0.81557, 0.81338, 0.37, 1, 227.011719
anneal, 4, 0.84016, 0.80282, 0.28, 1, 227.011719
anneal, 5, 0.84426, 0.80106, 0.24, 0, 227.011719
anneal, 6, 0.81967, 0.81162, 0.38, 0, 227.011719
anneal, 7, 0.81557, 0.81338, 0.32, 1, 227.011719
anneal, 8, 0.80328, 0.81690, 0.29, 1, 227.011719
anneal, 9, 0.80738, 0.81514, 0.31, 0, 227.011719
anneal, 10, 0.80328, 0.81866, 0.33, 0, 227.011719
anneal, 11, 0.79508, 0.82218, 0.26, 0, 227.011719
anneal, 12, 0.84016, 0.80282, 0.32, 1, 227.011719
anneal, 13, 0.79508, 0.82218, 0.31, 0, 227.011719
anneal, 14, 0.81148, 0.81514, 0.26, 0, 227.011719
anneal, 15, 0.80328, 0.81866, 0.31, 0, 227.011719
anneal, 16, 0.81967, 0.81162, 0.31, 0, 227.011719
anneal, 17, 0.82377, 0.80986, 0.28, 1, 227.011719
anneal, 18, 0.78689, 0.82570, 0.33, 0, 227.011719
anneal, 19, 0.82377, 0.80986, 0.34, 1, 227.011719
anneal, 20, 0.82377, 0.80810, 0.28, 0, 227.011719
hepatitis, 1, 0.83333, 0.87368, 0.12, 1, 227.011719
hepatitis, 2, 0.83333, 0.87368, 0.11, 1, 227.011719
hepatitis, 3, 0.80952, 0.88421, 0.11, 0, 227.011719
hepatitis, 4, 0.78571, 0.86316, 0.21, 1, 227.011719
hepatitis, 5, 0.85714, 0.86316, 0.11, 1, 227.011719
hepatitis, 6, 0.78571, 0.86316, 0.14, 0, 227.011719
hepatitis, 7, 0.88095, 0.85263, 0.12, 0, 227.011719
hepatitis, 8, 0.88095, 0.85263, 0.11, 0, 227.011719
hepatitis, 9, 0.88095, 0.85263, 0.09, 0, 227.011719
hepatitis, 10, 0.85714, 0.86316, 0.10, 1, 227.011719
hepatitis, 11, 0.83333, 0.87368, 0.11, 1, 227.011719
hepatitis, 12, 0.85714, 0.86316, 0.13, 1, 227.011719
hepatitis, 13, 0.88095, 0.85263, 0.13, 1, 227.011719
hepatitis, 14, 0.90476, 0.84211, 0.12, 0, 227.011719
hepatitis, 15, 0.80952, 0.88421, 0.12, 0, 227.011719
hepatitis, 16, 0.73810, 0.84211, 0.11, 0, 227.011719
hepatitis, 17, 0.83333, 0.87368, 0.11, 0, 227.011719
hepatitis, 18, 0.85714, 0.86316, 0.12, 0, 227.011719
hepatitis, 19, 0.88095, 0.85263, 0.12, 0, 227.011719
hepatitis, 20, 0.80952, 0.88421, 0.12, 0, 227.011719
audiology, 1, 0.86154, 0.86755, 0.22, 1, 227.011719
audiology, 2, 0.83077, 0.88079, 0.19, 0, 227.011719
audiology, 3, 0.84615, 0.87417, 0.16, 1, 227.011719
audiology, 4, 0.84615, 0.87417, 0.19, 1, 227.011719
audiology, 5, 0.87692, 0.86093, 0.18, 0, 227.011719
audiology, 6, 0.92308, 0.84106, 0.22, 0, 227.011719
audiology, 7, 0.84615, 0.87417, 0.21, 1, 227.011719
audiology, 8, 0.86154, 0.86755, 0.21, 1, 227.011719
audiology, 9, 0.81538, 0.88742, 0.18, 0, 227.011719
audiology, 10, 0.87692, 0.86093, 0.17, 0, 227.011719
audiology, 11, 0.90769, 0.84768, 0.21, 1, 227.011719
audiology, 12, 0.90769, 0.84768, 0.17, 1, 227.011719
audiology, 13, 0.87692, 0.86093, 0.20, 0, 227.011719
audiology, 14, 0.80000, 0.89404, 0.18, 1, 227.011719
audiology, 15, 0.81538, 0.88742, 0.20, 0, 227.011719
audiology, 16, 0.81538, 0.88742, 0.19, 0, 227.011719
audiology, 17, 0.89231, 0.85430, 0.19, 1, 227.011719
audiology, 18, 0.81538, 0.88742, 0.20, 0, 227.011719
audiology, 19, 0.86154, 0.86755, 0.19, 1, 227.011719
audiology, 20, 0.84615, 0.87417, 0.17, 1, 227.011719
heart-cleveland, 1, 0.75281, 0.77295, 0.21, 1, 227.011719
heart-cleveland, 2, 0.73034, 0.76329, 0.18, 0, 227.011719
heart-cleveland, 3, 0.77528, 0.76329, 0.18, 0, 227.011719
heart-cleveland, 4, 0.74157, 0.75845, 0.22, 1, 227.011719
heart-cleveland, 5, 0.65169, 0.79710, 0.18, 1, 227.011719
heart-cleveland, 6, 0.69663, 0.77778, 0.19, 1, 227.011719
heart-cleveland, 7, 0.76404, 0.76812, 0.18, 0, 227.011719
